paper_id,prior_status,final_subject_type,artifact_eligible,evidence,resolution,still_deferred
CUMCM-2006-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2006-A-005,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2006-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2006-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2006-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2006-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2006-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2006-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2006-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2006-B-006,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2006-C-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2006-D-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2007-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-002,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2007-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-009,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-010,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-011,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2007-A-012,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-013,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-A-014,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2007-A-015,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-008,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2007-B-009,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-010,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-011,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-B-012,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-C-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-C-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-C-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-C-004,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2007-D-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-D-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2007-D-003,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2008-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-A-007,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2008-A-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-A-009,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-008,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2008-B-009,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-010,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-011,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-012,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-013,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-B-014,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-C-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-C-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-C-003,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2008-C-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-D-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2008-D-002,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2008-D-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-D-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2008-D-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-A-006,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2009-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-B-002,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2009-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-B-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-B-008,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-C-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-C-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-C-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-C-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-C-005,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2009-C-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-D-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2009-D-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-D-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-D-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2009-D-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-A-002,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2010-A-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-B-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-B-002,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2010-B-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-B-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-B-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-C-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-C-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-C-003,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-C-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-C-005,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2010-D-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-D-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-D-003,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2010-D-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2010-D-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2011-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2011-A-002,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2011-A-003,PAPER|UNRESOLVED,PAPER,UNRESOLVED,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope,UNSUPPORTED_CONFIRMED_PAPER_UNSUPPORTED,True
CUMCM-2011-A-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2011-A-005,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2011-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2011-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2011-A-008,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2011-A-009,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2011-B-001,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,image/code/data members are not a formal paper body,ALREADY_RESOLVED,False
CUMCM-2011-B-002,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,image/code/data members are not a formal paper body,ALREADY_RESOLVED,False
CUMCM-2011-B-003,PAPER|1,PAPER,1,one PDF member among the logical identity; non-PDF sibling retained as provenance,ALREADY_RESOLVED,False
CUMCM-2011-B-004,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2011-C-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2011-C-002,PAPER|UNRESOLVED,PAPER,UNRESOLVED,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope,UNSUPPORTED_CONFIRMED_PAPER_UNSUPPORTED,True
CUMCM-2011-C-003,PAPER|UNRESOLVED,PAPER,UNRESOLVED,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope,UNSUPPORTED_CONFIRMED_PAPER_UNSUPPORTED,True
CUMCM-2011-D-001,PAPER|UNRESOLVED,PAPER,UNRESOLVED,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope,UNSUPPORTED_CONFIRMED_PAPER_UNSUPPORTED,True
CUMCM-2011-D-002,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-003,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-004,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-005,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-006,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-007,PAPER|UNRESOLVED,PAPER,UNRESOLVED,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope,UNSUPPORTED_CONFIRMED_PAPER_UNSUPPORTED,True
CUMCM-2011-D-008,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-009,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-010,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-011,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-012,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-013,PAPER|UNRESOLVED,PAPER,UNRESOLVED,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope,UNSUPPORTED_CONFIRMED_PAPER_UNSUPPORTED,True
CUMCM-2011-D-014,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-015,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-016,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-017,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-018,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-019,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-020,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-021,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-022,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-023,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-024,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-025,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-026,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-027,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-028,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-029,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-030,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-031,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-032,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-033,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-034,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-035,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-036,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-037,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-038,PAPER|UNRESOLVED,PAPER,UNRESOLVED,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope,UNSUPPORTED_CONFIRMED_PAPER_UNSUPPORTED,True
CUMCM-2011-D-039,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-040,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-041,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-042,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-043,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2011-D-044,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-045,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-046,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-047,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-048,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2011-D-049,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2012-A-001,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2012-A-002,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2012-A-003,PAPER|UNRESOLVED,PAPER,UNRESOLVED,primary path is under an explicit paper/award-paper directory; extraction conversion/parser forbidden in unattended scope,UNSUPPORTED_CONFIRMED_PAPER_UNSUPPORTED,True
CUMCM-2012-A-004,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
CUMCM-2012-A-005,SUPPORTING_MATERIAL|0,SUPPORTING_MATERIAL,0,unsupported extension or supporting-material filename evidence,ALREADY_RESOLVED,False
CUMCM-2012-A-006,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2012-A-007,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2012-A-A285,PAPER|1,PAPER,1,primary path is under an explicit paper/award-paper directory,ALREADY_RESOLVED,False
CUMCM-2012-B-001,PROBLEM_PACKAGE|0,PROBLEM_PACKAGE,0,problem/attachment directory signal,ALREADY_RESOLVED,False
