paper_id,artifact_set_id,source_route,confirmed_defective_page_count,confirmed_defective_pages,legitimate_noncontent_page_count,legitimate_noncontent_pages,repair_layer,requires_ocr_for_repair,requires_extraction_for_repair,requires_reconstruction,requires_artifact_repromotion,requires_index_refresh,requires_g10_revalidation,requires_human_rereview,scope_confidence
CUMCM-2003-D-002,derived/scale/papers/CUMCM-2003-D-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,8,1;2;3;4;5;6;7;8,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2003-D-003,derived/scale/papers/CUMCM-2003-D-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,8,1;2;3;4;5;6;7;8,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2003-D-004,derived/scale/papers/CUMCM-2003-D-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,7,1;2;3;4;5;6;7,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2004-B-001,derived/scale/papers/CUMCM-2004-B-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-A-001,derived/scale/papers/CUMCM-2005-A-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,11,1;2;3;4;5;6;7;8;9;10;11,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-A-002,derived/scale/papers/CUMCM-2005-A-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,1;2;3;4;5;6,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-A-003,derived/scale/papers/CUMCM-2005-A-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,9,1;2;3;4;5;6;7;8;9,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-A-004,derived/scale/papers/CUMCM-2005-A-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,1;2;3;4;5;6,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-A-005,derived/scale/papers/CUMCM-2005-A-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,1;2;3;4;5;6,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-A-006,derived/scale/papers/CUMCM-2005-A-006,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,1;2;3;4;5;6,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-A-007,derived/scale/papers/CUMCM-2005-A-007,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,1;2;3;4;5;6,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-B-002,derived/scale/papers/CUMCM-2005-B-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,7,1;2;3;4;5;6;7,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-B-003,derived/scale/papers/CUMCM-2005-B-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,5,1;2;3;4;5,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-B-004,derived/scale/papers/CUMCM-2005-B-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,7,1;2;3;4;5;6;7,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-B-005,derived/scale/papers/CUMCM-2005-B-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,9,1;2;3;4;5;6;7;8;9,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-B-006,derived/scale/papers/CUMCM-2005-B-006,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,4,1;2;3;4,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-B-007,derived/scale/papers/CUMCM-2005-B-007,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,9,1;2;3;4;5;6;7;8;9,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-C-001,derived/scale/papers/CUMCM-2005-C-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,4,1;2;3;4,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-C-002,derived/scale/papers/CUMCM-2005-C-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,5,1;2;3;4;5,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-C-004,derived/scale/papers/CUMCM-2005-C-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,1;2;3;4;5;6,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-C-005,derived/scale/papers/CUMCM-2005-C-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,4,1;2;3;4,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2005-C-006,derived/scale/papers/CUMCM-2005-C-006,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,2,1;2,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2006-A-001,derived/scale/papers/CUMCM-2006-A-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,17,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2006-A-002,derived/scale/papers/CUMCM-2006-A-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,25,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2006-A-003,derived/scale/papers/CUMCM-2006-A-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,16,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2006-A-004,derived/scale/papers/CUMCM-2006-A-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2006-A-007,derived/scale/papers/CUMCM-2006-A-007,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,19,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2006-B-001,derived/scale/papers/CUMCM-2006-B-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,11,1;2;3;4;5;6;7;8;9;10;11,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2006-B-002,derived/scale/papers/CUMCM-2006-B-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,17,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2006-B-003,derived/scale/papers/CUMCM-2006-B-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,29,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2006-B-004,derived/scale/papers/CUMCM-2006-B-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,24,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2006-B-005,derived/scale/papers/CUMCM-2006-B-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,10,1;2;3;4;5;6;7;8;9;10,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-A-001,derived/scale/papers/CUMCM-2007-A-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,24,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-A-003,derived/scale/papers/CUMCM-2007-A-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,18,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,1,19,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-A-004,derived/scale/papers/CUMCM-2007-A-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,15,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-A-006,derived/scale/papers/CUMCM-2007-A-006,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-A-007,derived/scale/papers/CUMCM-2007-A-007,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,26,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-A-010,derived/scale/papers/CUMCM-2007-A-010,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,15,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-A-013,derived/scale/papers/CUMCM-2007-A-013,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,18,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-B-001,derived/scale/papers/CUMCM-2007-B-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,16,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-B-002,derived/scale/papers/CUMCM-2007-B-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,59,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-B-003,derived/scale/papers/CUMCM-2007-B-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,19,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-B-004,derived/scale/papers/CUMCM-2007-B-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,18,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-B-006,derived/scale/papers/CUMCM-2007-B-006,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,41,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-B-009,derived/scale/papers/CUMCM-2007-B-009,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,26,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-B-011,derived/scale/papers/CUMCM-2007-B-011,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,24,1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,1,2,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2007-B-012,derived/scale/papers/CUMCM-2007-B-012,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,18,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-A-002,derived/scale/papers/CUMCM-2008-A-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,27,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-A-003,derived/scale/papers/CUMCM-2008-A-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,39,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-A-004,derived/scale/papers/CUMCM-2008-A-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,18,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-A-008,derived/scale/papers/CUMCM-2008-A-008,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,29,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-A-009,derived/scale/papers/CUMCM-2008-A-009,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,17,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-001,derived/scale/papers/CUMCM-2008-B-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,26,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-002,derived/scale/papers/CUMCM-2008-B-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,16,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-003,derived/scale/papers/CUMCM-2008-B-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,24,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-004,derived/scale/papers/CUMCM-2008-B-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,41,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-005,derived/scale/papers/CUMCM-2008-B-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,43,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-006,derived/scale/papers/CUMCM-2008-B-006,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,13,1;2;3;4;5;6;7;8;9;10;11;12;13,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-007,derived/scale/papers/CUMCM-2008-B-007,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,28,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-009,derived/scale/papers/CUMCM-2008-B-009,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,19,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-010,derived/scale/papers/CUMCM-2008-B-010,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-011,derived/scale/papers/CUMCM-2008-B-011,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,35,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-012,derived/scale/papers/CUMCM-2008-B-012,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,24,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-013,derived/scale/papers/CUMCM-2008-B-013,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,24,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-B-014,derived/scale/papers/CUMCM-2008-B-014,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-C-001,derived/scale/papers/CUMCM-2008-C-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,9,1;2;3;4;5;6;7;8;9,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-C-004,derived/scale/papers/CUMCM-2008-C-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14,0,,FORMAL_BODY_RECONSTRUCTION_SERIALIZATION,1,1,1,1,1,1,1,HIGH
CUMCM-2008-D-003,derived/scale/papers/CUMCM-2008-D-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,18,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-D-004,derived/scale/papers/CUMCM-2008-D-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,31,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2008-D-005,derived/scale/papers/CUMCM-2008-D-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,12,1;2;3;4;5;6;7;8;9;10;11;12,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-A-001,derived/scale/papers/CUMCM-2009-A-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-A-002,derived/scale/papers/CUMCM-2009-A-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,17,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-A-003,derived/scale/papers/CUMCM-2009-A-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,18,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-A-004,derived/scale/papers/CUMCM-2009-A-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,18,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-A-005,derived/scale/papers/CUMCM-2009-A-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-A-007,derived/scale/papers/CUMCM-2009-A-007,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,15,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-B-001,derived/scale/papers/CUMCM-2009-B-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,17,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-B-003,derived/scale/papers/CUMCM-2009-B-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-B-004,derived/scale/papers/CUMCM-2009-B-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,28,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-B-005,derived/scale/papers/CUMCM-2009-B-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,2,1;2,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-B-006,derived/scale/papers/CUMCM-2009-B-006,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,23,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-B-007,derived/scale/papers/CUMCM-2009-B-007,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,38,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2009-B-008,derived/scale/papers/CUMCM-2009-B-008,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,17,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-A-003,derived/scale/papers/CUMCM-2010-A-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,21,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-A-004,derived/scale/papers/CUMCM-2010-A-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,32,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-A-007,derived/scale/papers/CUMCM-2010-A-007,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-B-003,derived/scale/papers/CUMCM-2010-B-003,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,25,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-B-004,derived/scale/papers/CUMCM-2010-B-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,11,1;2;3;4;5;6;7;8;9;10;11,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-B-005,derived/scale/papers/CUMCM-2010-B-005,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,28,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-B-006,derived/scale/papers/CUMCM-2010-B-006,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,31,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-C-001,derived/scale/papers/CUMCM-2010-C-001,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-C-002,derived/scale/papers/CUMCM-2010-C-002,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
CUMCM-2010-C-004,derived/scale/papers/CUMCM-2010-C-004,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,14,1;2;3;4;5;6;7;8;9;10;11;12;13;14,0,,UNRESOLVED,1,1,1,1,1,1,1,HIGH
