paper_id,year,subject_type,artifact_eligible,quality,extraction_status,artifact_status,qa_status,deferred_reason,overall_status
CUMCM-2008-B-002,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-003,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-004,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-005,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-006,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-007,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-008,2008,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2008-B-009,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-010,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-011,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-012,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-013,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-B-014,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-C-001,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-C-002,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-C-003,2008,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2008-C-004,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-D-001,2008,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2008-D-002,2008,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2008-D-003,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-D-004,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2008-D-005,2008,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-A-001,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-A-002,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-A-003,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-A-004,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-A-005,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-A-006,2009,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2009-A-007,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-B-001,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-B-002,2009,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2009-B-003,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-B-004,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-B-005,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-B-006,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-B-007,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-B-008,2009,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-C-001,2009,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-C-002,2009,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-C-003,2009,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-C-004,2009,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-C-005,2009,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2009-C-006,2009,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-D-001,2009,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2009-D-002,2009,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-D-003,2009,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-D-004,2009,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2009-D-005,2009,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-A-001,2010,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-A-002,2010,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2010-A-003,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-A-004,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-A-005,2010,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-A-006,2010,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-A-007,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-B-001,2010,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-B-002,2010,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2010-B-003,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-B-004,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-B-005,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-B-006,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-C-001,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-C-002,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-C-003,2010,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-C-004,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-C-005,2010,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2010-D-001,2010,PAPER,1,Q3,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-D-002,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-D-003,2010,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2010-D-004,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2010-D-005,2010,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-A-001,2011,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-A-002,2011,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-A-003,2011,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-A-004,2011,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-A-005,2011,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-A-006,2011,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-A-007,2011,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-A-008,2011,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-A-009,2011,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-B-001,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-B-002,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-B-003,2011,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-B-004,2011,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-C-001,2011,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-C-002,2011,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-C-003,2011,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-D-001,2011,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-D-002,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-003,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-004,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-005,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-006,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-007,2011,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-D-008,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-009,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-010,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-011,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-012,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-013,2011,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2011-D-014,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-015,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-016,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-017,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-018,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-019,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-020,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-021,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-022,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-023,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-024,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-025,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-026,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-027,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-028,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-029,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-030,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-031,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-032,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-033,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-034,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-035,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-036,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-037,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-038,2011,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_GENERATED,PASS,,CLOSED_INELIGIBLE
CUMCM-2011-D-039,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-040,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-041,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-042,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-043,2011,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-044,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-045,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-046,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-047,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-048,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2011-D-049,2011,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-A-001,2012,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-A-002,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-A-003,2012,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-A-004,2012,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-A-005,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-A-006,2012,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-A-007,2012,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-A-A285,2012,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-B-001,2012,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-B-002,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-B-003,2012,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-B-004,2012,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-B-005,2012,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-B-006,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-B-007,2012,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-B-B077,2012,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-B-B149,2012,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-C-001,2012,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_GENERATED,PASS,,CLOSED_INELIGIBLE
CUMCM-2012-C-002,2012,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-C-003,2012,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-C-004,2012,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-D-001,2012,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2012-D-002,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-003,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-004,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-005,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-006,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-007,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-008,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-009,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-010,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-011,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-012,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-013,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-014,2012,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-015,2012,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2012-D-D044,2012,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2013-A-001,2013,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2013-A-002,2013,PROBLEM_PACKAGE,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-A-003,2013,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2013-A-004,2013,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2013-A-005,2013,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2013-A-006,2013,PROBLEM_PACKAGE,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-A-A0114,2013,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2013-B-001,2013,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-B-002,2013,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-B-003,2013,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-B-004,2013,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-B-005,2013,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-B-006,2013,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-C-001,2013,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-C-002,2013,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-C-003,2013,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-C-004,2013,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-C-005,2013,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-C-006,2013,PROBLEM_PACKAGE,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-C-007,2013,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-C-008,2013,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-C-009,2013,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-C-010,2013,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2013-D-001,2013,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2013-D-002,2013,PROBLEM_PACKAGE,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-D-003,2013,PROBLEM_PACKAGE,0,UNKNOWN,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2013-D-004,2013,PAPER,1,UNKNOWN,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-A-001,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-A-002,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-A-003,2014,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-A-004,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-A-005,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-A-006,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-A-007,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-A-008,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-A-009,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-A-A1000,2014,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-A-A1114,2014,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-A-A1116,2014,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-A-A1501,2014,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-A-A2302,2014,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-B-001,2014,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_GENERATED,PASS,,CLOSED_INELIGIBLE
CUMCM-2014-B-002,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-B-003,2014,PROBLEM_PACKAGE,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-B-B1604,2014,SUPPORTING_MATERIAL,0,UNKNOWN,NOT_APPLICABLE,NOT_GENERATED,PASS,,CLOSED_INELIGIBLE
CUMCM-2014-B-B1801,2014,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-B-B2704,2014,PAPER,1,Q2,PASS,PASS,PASS,,COMPLETE
CUMCM-2014-C-001,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-C-002,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-C-003,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-C-004,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-C-005,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
CUMCM-2014-C-006,2014,SUPPORTING_MATERIAL,0,,NOT_APPLICABLE,NOT_APPLICABLE,PASS,,INELIGIBLE
