paper_id,artifact_set_id,year,problem,stratum,source_route,marker_only_page_count,marker_count,fully_marker_only,formal_body_substantive_content_present,marker_semantics,page_boundary_preserved,structural_non_page_local,confirmed_missing_page_count,legitimate_blank_page_count,unresolved_page_count,governed_duplicate,shared_formal_path,shared_body_sha,formal_body_path,formal_body_sha256,source_path,source_sha256,identity_binding_valid,membership_binding_valid,artifact_binding_valid,source_binding_valid,classification,root_cause_category,repair_required,repair_layer,review_evidence_repair_required,human_rereview_required,confidence,notes
CUMCM-1992-A-001,derived/scale/papers/CUMCM-1992-A-001,1992,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,1,1,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,1,1,0,6D45B274DAC003D8F877953199BDDA67DE1BB71644F115208DB1E8E34A9CB7C2,derived/scale/papers/CUMCM-1992-A-001/paper.md,6D45B274DAC003D8F877953199BDDA67DE1BB71644F115208DB1E8E34A9CB7C2,1992年数学建模国赛优秀论文/1992年A题优秀论文③ 施肥效果分析.pdf,F784800B2EE0929904DA04B05C302B0E68D299A70818956AB615EE8D98DD6F2B,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-A-003,derived/scale/papers/CUMCM-2001-A-003,2001,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-2001-A-003/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：利用切片的二维空间相关操作实现血管的三维重建.pdf,18A6A74D30B7CD29755E3D5554050A17B596A8774C7AB6BFAAAA0D01D2FD4E01,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-A-004,derived/scale/papers/CUMCM-2001-A-004,2001,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-2001-A-004/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管的三维重建.pdf,837CAB0005C66E81BEA3920EB9DADCB3FBDB7283AE336CE37DE9DFF663E114E3,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-A-005,derived/scale/papers/CUMCM-2001-A-005,2001,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,7,7,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,7,1,0,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,derived/scale/papers/CUMCM-2001-A-005/paper.md,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：管道切片的三维重建.pdf,8EB51A5D0FD04F9201EF7115341250090E6F5368B508F1184D0579C529DFCE2E,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-A-006,derived/scale/papers/CUMCM-2001-A-006,2001,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,7,7,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,7,1,0,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,derived/scale/papers/CUMCM-2001-A-006/paper.md,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：管道切片的三维重建 (2).pdf,B63712168694F7462D2A58BBB4501C3C3B2A2261084CDF33D78D4866CB19D2F2,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-A-007,derived/scale/papers/CUMCM-2001-A-007,2001,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,8,8,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,8,1,0,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,derived/scale/papers/CUMCM-2001-A-007/paper.md,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管管道的三维重建 (2).pdf,36F46A8E11DE707CF269E8EC69AF8854674EB9D51188ECCA28C8E063C21FDB41,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-A-008,derived/scale/papers/CUMCM-2001-A-008,2001,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,5,5,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,5,1,0,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,derived/scale/papers/CUMCM-2001-A-008/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管三维重建的问题A.pdf,1BDA1352B4F91D5D01A0154A63BAC28CA8765B1A811649E63A44F72E9966B5CE,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-A-009,derived/scale/papers/CUMCM-2001-A-009,2001,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-2001-A-009/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管切片的三维重建 (2).pdf,81DEAC31BCAB1054F91AC5F9E82EF8628921F39F470091C0FA392AD82F33E3DF,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-A-010,derived/scale/papers/CUMCM-2001-A-010,2001,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,5,5,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,5,1,0,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,derived/scale/papers/CUMCM-2001-A-010/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：旋转抛物面聚光效果的研究.pdf,273DBE3935179F856B622443EA7D2BAAED27F48DC46CF71F0DC99E0F6A7D450E,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-A-011,derived/scale/papers/CUMCM-2001-A-011,2001,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,8,8,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,8,1,0,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,derived/scale/papers/CUMCM-2001-A-011/paper.md,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管管道的三维重建.pdf,E38825A5B771F57B2D91665C29C79C7DDC0E63AA740D103DA83FEF3C7ADA1196,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-A-012,derived/scale/papers/CUMCM-2001-A-012,2001,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-2001-A-012/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管的三维重建 (2).pdf,B8901C32246F2042BF38A39F4668D6D1E186469C2F2A5610F765A676BA75FFBF,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-B-001,derived/scale/papers/CUMCM-2001-B-001,2001,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-2001-B-001/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度优化模型.pdf,BA89E0F687DE3A8DEF4607B21F4D8979DBCC8D775FE9F4F7FB613AB1EC44C254,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-B-002,derived/scale/papers/CUMCM-2001-B-002,2001,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,8,8,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,8,1,0,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,derived/scale/papers/CUMCM-2001-B-002/paper.md,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：对于公交汽车调度问题的求解.pdf,89768B6C78A6018D0295F036222D968ADAD1387F555EE25E9ED6650D56533DD4,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-B-003,derived/scale/papers/CUMCM-2001-B-003,2001,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,7,7,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,7,1,0,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,derived/scale/papers/CUMCM-2001-B-003/paper.md,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：关于公交车调度的优化问题.pdf,F907B8F8C14DC155E919A328CC6F9A2AB01842534B552DDBEF377B1C40B5031D,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-B-004,derived/scale/papers/CUMCM-2001-B-004,2001,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,8,8,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,8,1,0,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,derived/scale/papers/CUMCM-2001-B-004/paper.md,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度的规划数学模型.pdf,0571A6E99D80D7A738CDD1E6542750D71F2FAAA2C81DF0B8D4B7050CF5916077,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-B-005,derived/scale/papers/CUMCM-2001-B-005,2001,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-2001-B-005/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度问题的数学模型.pdf,F983E991091A5AE70734083C0935DBBCC957F00DF44C6D3982D044A766A0ED53,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-B-006,derived/scale/papers/CUMCM-2001-B-006,2001,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-2001-B-006/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度.pdf,230B17BEA31423FAF14C1B6789005A24298DDE71181C0E097C49626590B9FF66,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-B-007,derived/scale/papers/CUMCM-2001-B-007,2001,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,8,8,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,8,1,0,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,derived/scale/papers/CUMCM-2001-B-007/paper.md,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度问题的研究.pdf,044F8116300A68D7DD1EB481A9F8C2A2717981DE03A8463C5233D038054A6CBD,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-B-008,derived/scale/papers/CUMCM-2001-B-008,2001,B,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,7,7,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,7,1,0,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,derived/scale/papers/CUMCM-2001-B-008/paper.md,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：关于公交车调度的优化问题 (2).pdf,C23BF865B0681B4147D658586BBCE37C3F0853EDBA5144BD107328DF8481FCEC,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-C-001,derived/scale/papers/CUMCM-2001-C-001,2001,C,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,7,7,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,7,1,0,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,derived/scale/papers/CUMCM-2001-C-001/paper.md,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：基金存储方案.pdf,801FA9B4555CFFC18C5E39E9CF91B957A10A7B87DD067E488CA08FD1530E5FD1,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-C-002,derived/scale/papers/CUMCM-2001-C-002,2001,C,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,7,7,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,7,1,0,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,derived/scale/papers/CUMCM-2001-C-002/paper.md,845EAC42B8D7C797245E742A556F6F7B87F8594979C758FB43031CD6D48DB563,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：“基金使用计划”模型和评述.pdf,7572379FF6B8A6B78B7CE51ABCC631C1DF6059601AD45C0FB96409340DB2F780,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2001-C-003,derived/scale/papers/CUMCM-2001-C-003,2001,C,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,8,8,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,8,1,0,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,derived/scale/papers/CUMCM-2001-C-003/paper.md,A77C45CA4996F487E50554AFAD7BFE22E0C6D461B26680CBB4AB637D01230D7C,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：基金最佳使用计划.pdf,7229B6C376D7469D0442A6D5998AC07B70DA60A77E4DDE20012CD46AE7D190B7,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2002-A-002,derived/scale/papers/CUMCM-2002-A-002,2002,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,10,10,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,10,1,0,D2C2B9A9C3053CBA6E8268335CA5BE7D0214F512AC81C7C8AE6302E692F1088E,derived/scale/papers/CUMCM-2002-A-002/paper.md,D2C2B9A9C3053CBA6E8268335CA5BE7D0214F512AC81C7C8AE6302E692F1088E,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案.pdf,8E981B48894748BD7C77F8BC20987C633A743CF674A0DFC7F718B87B3ED850B9,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2002-A-003,derived/scale/papers/CUMCM-2002-A-003,2002,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,12,12,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,12,1,0,6B55BA4F2EED923562339D385F92366AD7892213C511BABE88BE16AA6BB6940E,derived/scale/papers/CUMCM-2002-A-003/paper.md,6B55BA4F2EED923562339D385F92366AD7892213C511BABE88BE16AA6BB6940E,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计.pdf,654FDAE1F1D62D35C5956A2A6912B3919CE04E4A7BC901543ABF6A69E2909033,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2002-A-004,derived/scale/papers/CUMCM-2002-A-004,2002,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,5,5,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,5,1,0,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,derived/scale/papers/CUMCM-2002-A-004/paper.md,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计(1).pdf,08F6F1C51837E3D9C12D40DD967F15B2C2148E1C1312C08AF6701A52AF748CFD,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2002-A-005,derived/scale/papers/CUMCM-2002-A-005,2002,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,9,9,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,9,1,0,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,derived/scale/papers/CUMCM-2002-A-005/paper.md,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计问题.pdf,520A0E302BA4417CF6C4762B147DD359C6BD74700EA1CFE31A9163E5AAEDF58C,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2002-A-008,derived/scale/papers/CUMCM-2002-A-008,2002,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,3,3,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,3,1,0,750BD75CEFFE5D543A1A964F76D8BC65F0B6D50162147B5966FC514A31D8227D,derived/scale/papers/CUMCM-2002-A-008/paper.md,750BD75CEFFE5D543A1A964F76D8BC65F0B6D50162147B5966FC514A31D8227D,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：关于“车灯线光源的优化设计”问题的光学思路.pdf,9EE3BC47014B395358680DB98AAB34ABFACC80F6FA12D40BC8C252DC9D221519,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
CUMCM-2002-A-009,derived/scale/papers/CUMCM-2002-A-009,2002,A,OTHER_FORMAL_DERIVED,PDF->pdf-inspector/native-markdown->Q0 per-page normalization->source_page marker assembly->paper.md,6,6,1,0,PAGE_LOCAL_STRICT_BOUNDARY,1,0,0,0,6,1,0,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,derived/scale/papers/CUMCM-2002-A-009/paper.md,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯灯丝长度优化设计的数学模型和数值模拟.pdf,B5217584F6B1DB53C1F4013BD7582A69B99EF6CBF3C3F7177FFC478443E5A024,1,1,1,1,STILL_UNRESOLVED,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,0,UNRESOLVED,0,0,LOW,No existing page-level source evidence establishes substantive content or a legitimate blank-page explanation; retain unresolved.
