paper_id,source_path,source_sha256,page_count,failure_class,evidence,candidate_repair_strategy,repair_contract_status,manual_review_required
CUMCM-1992-A-004,1992年数学建模国赛优秀论文/1992年A题优秀论文① 关于施肥效果分析问题的评注.pdf,0ED09084F2E15BB17CED39971CC8B3C20F72F789C1B0AD2F4A99DF9642D0B48D,3,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-B-005,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《最佳公交路线选择模型》.pdf,454AAD984BC9C490406B94E437CC1FE0FA3CBEFD4B09EF17B4EEC6C91F4B890B,9,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-B-007,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《公交线路选择模型》.pdf,08766DF9D1752FB7B99A399AAE026EF7DAE6AD1C6523C3B9EB3FC761FC56D180,4,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-B-010,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《最优公交线路选择》.pdf,32BE976B8094E5BDA8BB005BCB2EB20561DD017364CDCC56DA49D62A467917D3,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-C-001,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机套餐评价模型》.pdf,D3CD78262D9103CAB930412FE9AB05F2359B3A7CA12F661ADF4854CB39AA181C,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-C-002,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机套餐资费问题的评价与优化设计模型》.pdf,9E7C750F98C9CC2B2E6B98AAE3B5C60B637B3968B34AEF98D12D6FA74ADED657,7,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-C-003,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机“套餐”优惠几何》.pdf,51EDA109051E851263C8B822DAD787C52304894582EBC131240EC9F61A804F6F,11,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-D-001,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007D：《体能测试时间安排》 (2).pdf,E8393E9EE254C5D460217EF068984FFB039E7EB41A868CE64E2C6E6C281CE24E,9,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2007-D-002,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007D：《体能测试时间安排》.pdf,E08A3E006E165657E5AFF8CD116D59042C76A000F0E0533AF7D6B6362C8D2B38,6,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2008-A-001,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位》.pdf,63BB2ECB599BBDD888332E730798509519A7B48B82E20808BC0F664844A7E6DC,34,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2008-A-005,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《具有仿射不变性的几何结构在相机定位中的应用》.pdf,1016FF53BAEAD58647F6A2EBFF3ABC2E57D8BA01167839FBD97993BB31098AC0,14,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2008-A-006,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,CA45C602C933CDD6FE99466DA03410B82E5B4AD708E5830B4A80C0FA84411EE7,11,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2009-C-001,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控 (2).pdf,DC2E5948119EBD38E43CBCAA23E9169D4C218EA34129F5A5A459875B71275C5F,17,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2009-C-002,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：飞船的跟踪测控模型.pdf,5A7232CA71D9A116DB318D5885593D9C3CA5C39F2072186D1FCCEB30F2D3389F,15,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2009-C-003,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控模型.pdf,DFF5FF5A382813FE9B15E55FC9B5F1756872B7D61F16378B576CE763EBE6D867,11,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2009-C-004,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控.pdf,3D1D1C7DD22CE32C427C9D8446F36CDB9791113C8B8EC7B3C9CE847A17DAB09B,18,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2009-C-006,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：关于对卫星和飞船跟踪的测控站分布.pdf,131F802F64C637B3D37223019BD313BE2764F5A7C74FB5D57B8F4E92F4FBEFAC,15,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2009-D-002,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备的优化方案.pdf,07902D575163C83148DBBE3C4066F249F401945AADDC9B6E8D1FD1AEC52A89D5,16,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2009-D-003,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备优化模型.pdf,7B84C9546D60DB3AA68EDD490B7A5EA3F133C3252063338E7CC541BFF4434F57,18,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2009-D-004,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备优化方案.pdf,2D6D5EDB040BAA995C172E3CEBF7CA2DE80C8C8E12B9CB3646BF68ED674AE864,15,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2009-D-005,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备方案的优化设计模型.pdf,CDAD73C32B35B9553C785FF7D0B3179CBCFD545A584B24A43A85916D0FC86EF5,21,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2010-A-001,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定.pdf,82D81045ACEC41137B7306AD1AF0ACD0AFF2948811DDC58A8E8F31CAA0A15649,25,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2010-A-005,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定 (2).pdf,69A3DE2F892D270E60065E24D46CC2BA9ED432F31B854B576D5B67CFFCA515BD,37,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2010-A-006,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：基于数学建模的储油罐变形监测研究.pdf,0D7703872C94FE411CC0B15C5419C315668235DD5F98A89B1208DF173837C754,100,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2010-B-001,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：上海世博会影响力的定量评估.pdf,EA8FA7E23CEEED8B511B42AAFAFBCFB776DD898B94D5F72A96847DF72C9F640F,29,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2010-C-003,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010C：输油管的布置模型.pdf,BB1CA966067BE510818951154583938E49F920C879AA96296D67671141F9F97F,20,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2010-D-001,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010D：对学生宿舍设计方案的评价（1）.pdf,ACEA7FB67881A12CBE502C6A0AD6F84ECB59BD6A7FDCBF0051B35C4AC67E5173,10,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-A-002,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019A：高压油管的压强控制.pdf,805217EE3A78EDFF4799F1DE969E4C05FAECEDEBBEC807AFBADB03265C1273FD,40,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-A-003,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019A：基于数值模拟的高压油管压力控制模型.pdf,DC2FACD0CFD35E1AD71B0F18213C51CD8DE9FAD06430FB1CB2EFEC6A3BC77167,42,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-A-004,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019A：高压油管压力波动的稳定控制.pdf,4C2C4E7772ADDC4FBC9D153F263B82622CFEFA28619F6537FB6C5EEC1979DA50,24,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-B-001,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019B：同心鼓最佳协作策略的研究.pdf,546270B8EE62C744D1870D85717F9E0BCC13A5D5B38B282A918570A0D1669B19,35,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-B-002,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019B：同心鼓“同心协力”策略探究.pdf,4BB37C13F389734798A3AB8ABB96CBDA37473B9B4E2C1CC9A720A68474617B81,27,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-B-004,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019B：同心鼓运动模型的理论分析与策略研究.pdf,FDECE372D16A207FA7C4B3BD6DF08A459FF8F2BA9552DF4CA9AEDCC02D826E30,32,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-C-001,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019C：机场的出租车问题.pdf,630C0988F179CEAD02A118B48FAB5223A2C78B87E15DA3C8B0533FFFDC664C09,39,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-C-002,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019C：基于系统模拟的机场出租车决策与安排模型.pdf,8BB01EB671898A5687EAC0058A5AE118F7459950957DEC859011961F93595456,39,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-C-004,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019C：机场出租车司机综合决策及机场出租车管理模型.pdf,355FB07C5007B06EB0B6DAEC79244510C15F5C8B918F51808D6884B0DB13668F,30,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-E-001,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019E：薄利多销销售策略的模型研究分析.pdf,D8030B8C0D26B54DF5B6B285501ECB81CA9518817B85F28ED21C8E0B79E912BB,37,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-E-002,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019E：基于打折力度概念的“薄利多销”模型.pdf,7713C814FE742D1BFA4EE1CE0A466B74A09964F05FBAEC40C11504B50625E43A,23,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2019-E-004,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019E：“薄利多销”分析.pdf,6C4C3287FA48799B1A2DCC2AE38A384D99C58D599C3E4177DBD49929137B3576,20,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-A-001,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020A：回焊炉温曲线优化控制.pdf,260BF50A68449CDF33AE46F151E560165457AC07C4A624BEE0AD90CCA310E488,26,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-A-002,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020A：基于维热传导方程的炉温曲线机理模型研究.pdf,AEF1A183FFC67E15112E6CB048F9327B3D0826D8A64648A3EB27171403B43452,89,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-A-004,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020A：基于一维热传导方程的回焊炉炉温模型.pdf,3D4DDDE5771A1316DE38955BC4F8112D2A6102E928298FD6E7B18DA456CD9972,42,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-B-001,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020B：穿越沙漠游戏中的玩家行为决策问题.pdf,473E11B268CDD133D9DD439719B055171C840360635C747C0F2759D5D7F9D678,39,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-B-002,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020B：基于动态规划、统计分析、静态博弈的穿越沙漠游戏策咯设计.pdf,26781A9C92E48A6FD495960C27AEB6E66B1C0A2A89DB7F07BD6C0362A68E6A9E,104,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-B-004,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020B：穿越沙漠游戏下玩家的最优策略模型.pdf,15D8BBCDC619EDFC18DADD681AA8349DCC56F19344370E3B2DEBE30EDCD7A04B,34,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-B-005,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020B：穿越沙漠游戏最佳策略模型的研究与构建.pdf,40E583E4703CA3203D3D7DF7EC81BF0F38255507BB59F5D05BFB1B17D2313D2C,50,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-C-001,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020C：银行对中小微企业的信贷决策分析.pdf,C953C2E34D07E03C7F2EBBAC036E227969C4B73D4FF051EDFAB7A1A6267EE493,35,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-C-002,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020C：银行对中小微企业的信贷策略.pdf,6CAC74309590521133F181A0A8788E3CAFE6E58130DD5BCB72CD45CD7DFCD45C,45,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-C-003,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020C：针对中小微企业最优信贷决策研究.pdf,87A5D1DC04E3E45C17D13584B55DF4C5F45F3829C1904BBF2A75CCC28E36B61C,40,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-D-001,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020D：接触式轮廓仪校准问题.pdf,CF4B513786360241FB0A5272598EDB9A5CC95884A81864D28F99A4872D2D71D4,46,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-D-003,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020D：接触式轮廓仪的自动标注数学模型研究.pdf,F8167387022E46E54EA04C371F75ADCF587FFD4E72C300BEB3798588C3E826A9,135,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
CUMCM-2020-D-004,2020年数学建模国赛真题+优秀论文/2020年优秀论文/2020D：基于梯度下降的决策树算法与非线性规划的信贷风险评估与信贷策略模型.pdf,BFB40F71E4E1376FE22E81E3BA77735046C7C8F0B37F3859E43AD90FA863EB30,77,PARTIAL_SCAN,pdf-inspector classified the source as image_based; no frozen text/repair contract exists,none; manual contract review required,MANUAL_REQUIRED,1
