paper_id,year,problem,subject_type,artifact_eligible,quality,primary_file,extraction_input_path,artifact_status,deferred_reason
CUMCM-2000-B-005,2000,B,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：钢管的订购和运输解答模型.pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：钢管的订购和运输解答模型.pdf,PASS,
CUMCM-2000-B-006,2000,B,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：钢管的订购和运输.pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：钢管的订购和运输.pdf,PASS,
CUMCM-2000-B-007,2000,B,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：一类运输问题的建模1.pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：一类运输问题的建模1.pdf,PASS,
CUMCM-2000-B-008,2000,B,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：订购和运输钢管的最优方案.pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000B：订购和运输钢管的最优方案.pdf,PASS,
CUMCM-2000-C-001,2000,C,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000C：飞越北极的数学模型 (2).pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000C：飞越北极的数学模型 (2).pdf,PASS,
CUMCM-2000-C-002,2000,C,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000C：航程计算的数学模型.pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000C：航程计算的数学模型.pdf,PASS,
CUMCM-2000-C-003,2000,C,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000C：飞越北极的数学模型.pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000C：飞越北极的数学模型.pdf,PASS,
CUMCM-2000-C-004,2000,C,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000C：飞越北极.pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000C：飞越北极.pdf,PASS,
CUMCM-2000-D-001,2000,D,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000D：空洞探测.pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000D：空洞探测.pdf,PASS,
CUMCM-2000-D-002,2000,D,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000D：空洞探测问题及有关情况.pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000D：空洞探测问题及有关情况.pdf,PASS,
CUMCM-2000-D-003,2000,D,PAPER,1,Q0,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000D：空洞探测的最优解法.pdf,2000年数学建模国赛真题+优秀论文/2000年国赛优秀论文/2000D：空洞探测的最优解法.pdf,PASS,
CUMCM-2001-A-001,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管切片的三维重建.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管切片的三维重建.pdf,PASS,
CUMCM-2001-A-002,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管三维重建的问题.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管三维重建的问题.pdf,PASS,
CUMCM-2001-A-003,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：利用切片的二维空间相关操作实现血管的三维重建.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：利用切片的二维空间相关操作实现血管的三维重建.pdf,PASS,
CUMCM-2001-A-004,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管的三维重建.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管的三维重建.pdf,PASS,
CUMCM-2001-A-005,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：管道切片的三维重建.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：管道切片的三维重建.pdf,PASS,
CUMCM-2001-A-006,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：管道切片的三维重建 (2).pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：管道切片的三维重建 (2).pdf,PASS,
CUMCM-2001-A-007,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管管道的三维重建 (2).pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管管道的三维重建 (2).pdf,PASS,
CUMCM-2001-A-008,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管三维重建的问题A.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管三维重建的问题A.pdf,PASS,
CUMCM-2001-A-009,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管切片的三维重建 (2).pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管切片的三维重建 (2).pdf,PASS,
CUMCM-2001-A-010,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：旋转抛物面聚光效果的研究.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：旋转抛物面聚光效果的研究.pdf,PASS,
CUMCM-2001-A-011,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管管道的三维重建.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管管道的三维重建.pdf,PASS,
CUMCM-2001-A-012,2001,A,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管的三维重建 (2).pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管的三维重建 (2).pdf,PASS,
CUMCM-2001-B-001,2001,B,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度优化模型.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度优化模型.pdf,PASS,
CUMCM-2001-B-002,2001,B,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：对于公交汽车调度问题的求解.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：对于公交汽车调度问题的求解.pdf,PASS,
CUMCM-2001-B-003,2001,B,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：关于公交车调度的优化问题.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：关于公交车调度的优化问题.pdf,PASS,
CUMCM-2001-B-004,2001,B,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度的规划数学模型.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度的规划数学模型.pdf,PASS,
CUMCM-2001-B-005,2001,B,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度问题的数学模型.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度问题的数学模型.pdf,PASS,
CUMCM-2001-B-006,2001,B,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度.pdf,PASS,
CUMCM-2001-B-007,2001,B,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度问题的研究.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度问题的研究.pdf,PASS,
CUMCM-2001-B-008,2001,B,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：关于公交车调度的优化问题 (2).pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：关于公交车调度的优化问题 (2).pdf,PASS,
CUMCM-2001-C-001,2001,C,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：基金存储方案.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：基金存储方案.pdf,PASS,
CUMCM-2001-C-002,2001,C,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：“基金使用计划”模型和评述.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：“基金使用计划”模型和评述.pdf,PASS,
CUMCM-2001-C-003,2001,C,PAPER,1,Q0,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：基金最佳使用计划.pdf,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：基金最佳使用计划.pdf,PASS,
CUMCM-2002-A-001,2002,A,PAPER,1,Q3,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计 (2).pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2002-A-002,2002,A,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案.pdf,PASS,
CUMCM-2002-A-003,2002,A,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计.pdf,PASS,
CUMCM-2002-A-004,2002,A,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计(1).pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计(1).pdf,PASS,
CUMCM-2002-A-005,2002,A,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计问题.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计问题.pdf,PASS,
CUMCM-2002-A-006,2002,A,PAPER,1,Q3,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案 (2).pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2002-A-007,2002,A,PAPER,1,Q3,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯灯丝长度优化设计的数学模型和数值模拟 (2).pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯灯丝长度优化设计的数学模型和数值模拟 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2002-A-008,2002,A,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：关于“车灯线光源的优化设计”问题的光学思路.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：关于“车灯线光源的优化设计”问题的光学思路.pdf,PASS,
CUMCM-2002-A-009,2002,A,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯灯丝长度优化设计的数学模型和数值模拟.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯灯丝长度优化设计的数学模型和数值模拟.pdf,PASS,
CUMCM-2002-A-010,2002,A,PAPER,1,Q3,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：关于_车灯线光源的优化设计_问题的光学思路.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：关于_车灯线光源的优化设计_问题的光学思路.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2002-A-011,2002,A,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计模型.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计模型.pdf,PASS,
CUMCM-2002-A-012,2002,A,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯光源优化问题的探讨.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯光源优化问题的探讨.pdf,PASS,
CUMCM-2002-A-013,2002,A,PAPER,1,Q3,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯光源优化问题的探讨 (2).pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯光源优化问题的探讨 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2002-A-014,2002,A,PAPER,1,Q3,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计问题 (2).pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计问题 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2002-A-015,2002,A,PAPER,1,Q3,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计模型 (2).pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计模型 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2002-B-001,2002,B,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的评价.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的评价.pdf,PASS,
CUMCM-2002-B-002,2002,B,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：“彩票中的数学”问题的优化模型与评述.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：“彩票中的数学”问题的优化模型与评述.pdf,PASS,
CUMCM-2002-B-003,2002,B,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的优选模型.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的优选模型.pdf,PASS,
CUMCM-2002-B-004,2002,B,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票运行方案的合理性研究1.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票运行方案的合理性研究1.pdf,PASS,
CUMCM-2002-B-005,2002,B,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票中的数学.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票中的数学.pdf,PASS,
CUMCM-2002-B-006,2002,B,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的合理性优化.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的合理性优化.pdf,PASS,
CUMCM-2002-B-008,2002,B,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的合理性优化1.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的合理性优化1.pdf,PASS,
CUMCM-2002-B-009,2002,B,PAPER,1,Q0,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票运行方案的合理性研究.pdf,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票运行方案的合理性研究.pdf,PASS,
CUMCM-2003-A-001,2003,A,PAPER,1,Q3,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的数学原理及预测与控制 (2).pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的数学原理及预测与控制 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2003-A-002,2003,A,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型.pdf,PASS,
CUMCM-2003-A-003,2003,A,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：非典数学模型的建立与分析.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：非典数学模型的建立与分析.pdf,PASS,
CUMCM-2003-A-004,2003,A,PAPER,1,Q3,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型 (2).pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2003-A-005,2003,A,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的研究.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的研究.pdf,PASS,
CUMCM-2003-A-006,2003,A,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的数学原理及预测与控制.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的数学原理及预测与控制.pdf,PASS,
CUMCM-2003-A-008,2003,A,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：考虑自愈的SARS的传播模型.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：考虑自愈的SARS的传播模型.pdf,PASS,
CUMCM-2003-A-009,2003,A,PAPER,1,Q3,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：考虑自愈的SARS的传播模型 (2).pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：考虑自愈的SARS的传播模型 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2003-A-010,2003,A,PAPER,1,Q3,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的研究 (2).pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的研究 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2003-B-001,2003,B,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排(2).pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排(2).pdf,PASS,
CUMCM-2003-B-002,2003,B,PAPER,1,Q3,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产车辆安排计划优化设计 (2).pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产车辆安排计划优化设计 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2003-B-004,2003,B,PAPER,1,Q3,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排A.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排A.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2003-B-005,2003,B,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排(1).pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排(1).pdf,PASS,
CUMCM-2003-B-006,2003,B,PAPER,1,Q3,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排 (2).pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排 (2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2003-B-007,2003,B,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排.pdf,PASS,
CUMCM-2003-B-008,2003,B,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产车辆安排计划优化设计.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产车辆安排计划优化设计.pdf,PASS,
CUMCM-2003-B-009,2003,B,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：“露天矿生产的车辆安排”的模型和评述.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：“露天矿生产的车辆安排”的模型和评述.pdf,PASS,
CUMCM-2003-B-010,2003,B,PAPER,1,Q3,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排_的模型和评述.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排_的模型和评述.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2003-B-011,2003,B,PAPER,1,Q3,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排B.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排B.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2003-D-001,2003,D,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：抢渡长江的数学模型（2）.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：抢渡长江的数学模型（2）.pdf,PASS,
CUMCM-2003-D-002,2003,D,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：“抢渡长江”问题的数学建模和求解.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：“抢渡长江”问题的数学建模和求解.pdf,PASS,
CUMCM-2003-D-003,2003,D,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：抢渡长江的数学模型（1）.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：抢渡长江的数学模型（1）.pdf,PASS,
CUMCM-2003-D-004,2003,D,PAPER,1,Q0,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：江河竞渡的优化模型.pdf,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：江河竞渡的优化模型.pdf,PASS,
CUMCM-2004-A-001,2004,A,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：奥运场馆中临时商业网点设计中的数学模型化方法.pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：奥运场馆中临时商业网点设计中的数学模型化方法.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2004-A-002,2004,A,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：基于利润最大化的奥运商业网点分布微观经济模型.pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：基于利润最大化的奥运商业网点分布微观经济模型.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2004-A-003,2004,A,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：奥运会网点的优化设计.pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：奥运会网点的优化设计.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2004-A-004,2004,A,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：临时超市网点的规划模型研究.pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：临时超市网点的规划模型研究.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2004-A-005,2004,A,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：MS网点的合理布局.pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：MS网点的合理布局.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2004-B-001,2004,B,PAPER,1,Q0,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型(特等奖).pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型(特等奖).pdf,PASS,
CUMCM-2004-B-002,2004,B,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞优化管理.pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞优化管理.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2004-B-003,2004,B,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型-武汉大学.pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型-武汉大学.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2004-B-004,2004,B,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞管理.pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞管理.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2004-B-005,2004,B,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电路模拟方法在数学建模中的应用.pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电路模拟方法在数学建模中的应用.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2004-B-006,2004,B,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞管理(2).pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞管理(2).pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2004-B-007,2004,B,PAPER,1,Q3,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型.pdf,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型.pdf,DEFERRED,DEFERRED_REPAIR_REQUIRED
CUMCM-2005-A-001,2005,A,PAPER,1,Q0,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质综合评价与预测的数学模型.pdf,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质综合评价与预测的数学模型.pdf,PASS,
CUMCM-2005-A-002,2005,A,PAPER,1,Q0,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：基于回归分析的长江水质预测与控制.pdf,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：基于回归分析的长江水质预测与控制.pdf,PASS,
CUMCM-2005-A-003,2005,A,PAPER,1,Q0,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质的评价和预测.pdf,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质的评价和预测.pdf,PASS,
CUMCM-2005-A-004,2005,A,PAPER,1,Q0,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：水质的评价和预测模型.pdf,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：水质的评价和预测模型.pdf,PASS,
CUMCM-2005-A-005,2005,A,PAPER,1,Q0,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质的评价预测模型.pdf,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质的评价预测模型.pdf,PASS,
