alignment,bold,character_spacing,closest_chinese_size,component,confidence,detected_font_families,first_line_indent_mm,first_line_indent_pt,font_size_pt,italic,left_indent_mm,line_spacing_multiple,line_spacing_pt,normalized_font_name,notes,numbering_style,observation_count,observed_value,page_count,paper_id,paragraph_spacing_after_pt,paragraph_spacing_before_pt,pdf_type,problem,raw_font_name,right_indent_mm,source_path,source_sha256,source_type,year
LEFT,False,UNKNOWN,小四,heading_2,MEDIUM,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,12.0,False,25.012,,,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,bracket,12,size_pt=12.0; bold_ratio=0.08; alignment=LEFT,16,CUMCM-2006-A-003,,,text_based,A,TT3,163.442,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
LEFT,False,UNKNOWN,小四,heading_3,LOW,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,12.0,False,25.012,,,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,bracket,4,size_pt=12.0; bold_ratio=0.25; alignment=LEFT,16,CUMCM-2006-A-003,,,text_based,A,TT3,114.864,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,heading_4,UNKNOWN,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,16,CUMCM-2006-A-003,,,text_based,A,UNKNOWN,0.0,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
LEFT,False,UNKNOWN,小四,body,HIGH,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,8.445,23.94,12.0,False,25.012,1.3,15.6,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,none,761,size_pt=12.0; bold_ratio=0.0; alignment=LEFT,16,CUMCM-2006-A-003,31.2,,text_based,A,TT3,24.977,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,figure_caption,UNKNOWN,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,16,CUMCM-2006-A-003,,,text_based,A,UNKNOWN,0.0,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
JUSTIFIED_OR_FULL,False,UNKNOWN,小四,table_caption,LOW,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,12.0,False,25.012,,,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,none,2,size_pt=12.0; bold_ratio=0.0; alignment=JUSTIFIED_OR_FULL,16,CUMCM-2006-A-003,,,text_based,A,TT3,24.906,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,table_body,UNKNOWN,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,16,CUMCM-2006-A-003,,,text_based,A,UNKNOWN,0.0,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
LEFT_OR_MIXED,False,UNKNOWN,小四,equation,HIGH,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,12.0,False,33.479,2.599,30.96,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,none,166,size_pt=12.0; bold_ratio=0.0; alignment=LEFT_OR_MIXED,16,CUMCM-2006-A-003,57.66,,text_based,A,TT2,24.977,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
CENTER,False,UNKNOWN,小四,equation_number,MEDIUM,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,12.0,False,56.762,3.147,37.764,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,none,17,size_pt=12.0; bold_ratio=0.0; alignment=CENTER,16,CUMCM-2006-A-003,0.0,,text_based,A,TT2,51.541,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
JUSTIFIED_OR_FULL,False,UNKNOWN,小四,reference_label,LOW,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,12.0,False,25.012,,,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,none,1,size_pt=12.0; bold_ratio=0.0; alignment=JUSTIFIED_OR_FULL,16,CUMCM-2006-A-003,,,text_based,A,TT3,161.678,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
CENTER,False,UNKNOWN,小四,reference_body,HIGH,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,4.233,12.0,12.0,False,63.641,1.38,16.56,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,none,382,size_pt=12.0; bold_ratio=0.0; alignment=CENTER,16,CUMCM-2006-A-003,28.26,,text_based,A,TT3,56.974,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,appendix_title,UNKNOWN,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,16,CUMCM-2006-A-003,,,text_based,A,UNKNOWN,0.0,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,appendix_heading,UNKNOWN,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,16,CUMCM-2006-A-003,,,text_based,A,UNKNOWN,0.0,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,appendix_body,UNKNOWN,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,16,CUMCM-2006-A-003,,,text_based,A,UNKNOWN,0.0,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,code,UNKNOWN,Arial;KaiTi;MT-Extra;SimSun/Song;SymbolMT;Times New Roman,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,16,CUMCM-2006-A-003,,,text_based,A,UNKNOWN,0.0,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,00D9921397BC0F4719B302446A92E20DB8734A7359F56E8CF411C6494841F423,OBSERVED,2006
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,title,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,abstract_label,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,abstract_body,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keywords_label,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keywords_body,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,heading_1,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,heading_2,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,heading_3,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,heading_4,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,body,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,figure_caption,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,table_caption,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,table_body,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,equation,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,equation_number,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,reference_label,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,reference_body,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,appendix_title,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,appendix_heading,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,appendix_body,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,code,UNKNOWN,KaiTi,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,3,CUMCM-1995-B-004,,,image_based,B,UNKNOWN,0.0,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995B：天车冶炼炉作业调度的活动网络模型.pdf,2D121E84DE317B356CF918B5F3B5B33ABF3B89A7C648A2F340795E6DF1AD00DC,OBSERVED,1995
CENTER,False,UNKNOWN,小四,title,MEDIUM,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,11.4,False,37.112,4.693,53.5,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,none,5,size_pt=11.4; bold_ratio=0.2; alignment=CENTER,6,CUMCM-1999-A-002,0.0,,text_based,A,F1,36.583,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：车床管理优化模型.pdf,A22C580A257A249994051B719AE2391F6950A1752E14E3F7CFB2A6CD101EF2D1,OBSERVED,1999
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,abstract_label,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,6,CUMCM-1999-A-002,,,text_based,A,UNKNOWN,0.0,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：车床管理优化模型.pdf,A22C580A257A249994051B719AE2391F6950A1752E14E3F7CFB2A6CD101EF2D1,OBSERVED,1999
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,abstract_body,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,6,CUMCM-1999-A-002,,,text_based,A,UNKNOWN,0.0,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：车床管理优化模型.pdf,A22C580A257A249994051B719AE2391F6950A1752E14E3F7CFB2A6CD101EF2D1,OBSERVED,1999
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keywords_label,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,6,CUMCM-1999-A-002,,,text_based,A,UNKNOWN,0.0,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：车床管理优化模型.pdf,A22C580A257A249994051B719AE2391F6950A1752E14E3F7CFB2A6CD101EF2D1,OBSERVED,1999
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keywords_body,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,6,CUMCM-1999-A-002,,,text_based,A,UNKNOWN,0.0,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：车床管理优化模型.pdf,A22C580A257A249994051B719AE2391F6950A1752E14E3F7CFB2A6CD101EF2D1,OBSERVED,1999
LEFT_OR_MIXED,False,UNKNOWN,五号,heading_1,HIGH,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,10.0,False,20.32,3.14,31.4,SimSun/Song,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,decimal,50,size_pt=10.0; bold_ratio=0.0; alignment=LEFT_OR_MIXED,6,CUMCM-1999-A-002,45.825,,text_based,A,F1,10.619,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：车床管理优化模型.pdf,A22C580A257A249994051B719AE2391F6950A1752E14E3F7CFB2A6CD101EF2D1,OBSERVED,1999
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,heading_2,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,6,CUMCM-1999-A-002,,,text_based,A,UNKNOWN,0.0,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：车床管理优化模型.pdf,A22C580A257A249994051B719AE2391F6950A1752E14E3F7CFB2A6CD101EF2D1,OBSERVED,1999
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,heading_3,UNKNOWN,KaiTi;SimSun/Song;Syntax;Times New Roman;cajcd-fntaa;cajcd-fntbd;cajcd-fntlt,,,,UNKNOWN,0.0,,,UNKNOWN,OCR not run; font family is document-level when available; PDF resource IDs are preserved.,UNKNOWN,0,size_pt=UNKNOWN; bold_ratio=UNKNOWN; alignment=UNKNOWN,6,CUMCM-1999-A-002,,,text_based,A,UNKNOWN,0.0,1999年数学建模国赛真题+优秀论文/1999年国赛优秀论文/1999A：车床管理优化模型.pdf,A22C580A257A249994051B719AE2391F6950A1752E14E3F7CFB2A6CD101EF2D1,OBSERVED,1999
