abstract_present,appendix_present,authors,award,bottom_margin_mm,bottom_margin_q1_mm,bottom_margin_q3_mm,created_at,detected_font_families,eligible_for_layout_analysis,eligible_for_typography_analysis,equation_candidate_count,figure_caption_count,font_metadata_available,footer_present,formal_membership,g8_overall_status,g8_quality,g8_subject_type,has_encoding_issues,header_present,height_mm,height_pt,identity_source,institution,is_A4,is_complex_layout,keywords_present,layout_analysis_available,left_margin_mm,left_margin_q1_mm,left_margin_q3_mm,margin_page_count,mixed_page_size,notes,orientation,page_count,page_count_catalog,page_number_position,page_number_present,pages_needing_ocr,pages_with_columns,pages_with_tables,paper_id,pdf_confidence,pdf_type,problem,problem_code,raw_pdf_fonts,reference_entry_count,reference_present,right_margin_mm,right_margin_q1_mm,right_margin_q3_mm,semantic_exclusion,source_canonical,source_exists,source_path,source_role,source_sha256,source_sha256_catalog,status,table_caption_count,text_item_count,text_layer_available,title,title_text,top_margin_mm,top_margin_q1_mm,top_margin_q3_mm,updated_at,width_mm,width_pt,year
1,0,unknown,unknown,21.862,21.862,21.862,2026-08-18T00:06:15+08:00,Arial;MicrosoftYaHei;SimHei;SimSun/Song;SymbolMT;Times New Roman,1,1,1931,21,1,0,FORMAL,COMPLETE,Q2,PAPER,0,0,297.00361111111107,841.9,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,1,1,31.75,31.75,31.75,45,False,,PORTRAIT,46,,BOTTOM,1,,,,CUMCM-2016-A-005,1.0,text_based,A,A,------------------------------------;XEKKFX+SimHei;LNUHNF+SimSun;TZCMBP+SymbolMT;AUWCNV+TimesNewRomanPSMT;TYEPLS+TimesNewRomanPS-ItalicMT;VMBCQV+ArialMT;YMVEVT+MicrosoftYaHei,57,1,30.092,29.584,31.659,,True,1,2016年数学建模国赛真题+优秀论文/2016年优秀论文/2016A：基于极值系泊系统设计 (4).pdf,primary,60A24DC1D9D5C453DA3966CBE5A53EEBA73E5190145ED3518EBDFA98A59FB062,60A24DC1D9D5C453DA3966CBE5A53EEBA73E5190145ED3518EBDFA98A59FB062,active,12,4920,1,unknown,系泊系统设计的多目标优化模型 | 当海面风速为 12m/s 和 24m/s 时，对于钢桶和各节钢管的倾斜角度、锚链形,25.418,25.418,25.418,2026-08-18T00:06:15+08:00,210.00861111111107,595.3,2016
1,1,unknown,unknown,18.221,18.221,18.221,2026-08-18T00:06:15+08:00,KaiTi;LiSu;SimHei;SimSun/Song;SymbolMT;Times New Roman,1,1,56,14,1,1,FORMAL,COMPLETE,Q2,PAPER,0,0,297.00361111111107,841.9,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,1,1,25.019,25.019,25.019,17,False,,PORTRAIT,25,,BOTTOM,1,"13,14,15,16,17,18,19",,,CUMCM-2011-A-006,0.69,mixed,A,A,------------------------------------;TOQAGW+STKaiti;ESHXQI+TimesNewRomanPS-BoldMT;LNUHNF+SimSun;AUWCNV+TimesNewRomanPSMT;XEKKFX+SimHei;CUDFXU+LiSu;TYEPLS+TimesNewRomanPS-ItalicMT;TZCMBP+SymbolMT,21,1,22.895,22.895,25.012,,True,1,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（4）.pdf,primary,2582B807804D7C7439C506F7EE2AF21F85C13832FB317512FC6ED80AA13AF3FC,2582B807804D7C7439C506F7EE2AF21F85C13832FB317512FC6ED80AA13AF3FC,active,0,784,1,unknown,A题城市表层土壤重金属污染分析 | 随着城市经济的快速发展和城市人口的不断增加，人类活动对城市环境质量的影响,33.246,25.46,135.861,2026-08-18T00:06:15+08:00,210.00861111111107,595.3,2011
,,unknown,unknown,,,,2026-08-18T00:06:15+08:00,,0,0,,,0,,FORMAL,,,NOT_IN_G8_STATUS,,,,,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,,,,0,,,,,,No analyzable PAPER PDF selected; identity retained in full corpus inventory.,UNKNOWN,,,,,,,,CUMCM-2015-A-004,,NOT_ANALYZED,A,A,,,,,,,,True,1,2015年数学建模国赛真题+优秀论文/2015年优秀论文/2015A：太阳影子定位 (6).pdf,primary,61471733A48208E30A4521BEFA637ABB1EEB706A4F30DFA5EF6133804454FF47,61471733A48208E30A4521BEFA637ABB1EEB706A4F30DFA5EF6133804454FF47,active,,,0,unknown,,,,,2026-08-18T00:06:15+08:00,,,2015
1,1,unknown,unknown,22.276,22.276,22.276,2026-08-18T00:06:15+08:00,Arial;Calibri;Garamond;Monospace;Symbol;Times New Roman,1,1,271,12,1,0,FORMAL,COMPLETE,Q2,PAPER,0,0,297.0106666666666,841.92,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,1,1,31.758,31.758,31.758,30,False,,PORTRAIT,31,,BOTTOM,1,,,,CUMCM-2017-C-002,1.0,text_based,C,C,------------------------------------;ABCDEE+Calibri;Times;Times;Symbol;ABCDEE+Garamond;Arial;ABCDEE+Courier;ABCDEE+Courier,152,1,31.657,29.601,32.207,,True,1,2017年数学建模国赛真题+优秀论文/2017年优秀论文/2017C：颜色与物质浓度辨识 (1).pdf,primary,B543E24FF72DA0C5485C2449063691A19DF66D6DEBF23180D2E7831FC41279B7,B543E24FF72DA0C5485C2449063691A19DF66D6DEBF23180D2E7831FC41279B7,active,30,2589,1,unknown,颜色与物质浓度的辨识问题 | 度的实验数据进行多元回归分析，建立了线性和非线性回归方程模型，给出了数,25.893,25.538,27.735,2026-08-18T00:06:15+08:00,210.01566666666668,595.32,2017
0,1,unknown,unknown,18.221,18.221,18.221,2026-08-18T00:06:15+08:00,Arial;MT-Extra;MicrosoftYaHei;SimHei;SimSun/Song;SymbolMT;Times New Roman;Wingdings-Regular,1,1,480,53,1,1,FORMAL,COMPLETE,Q2,PAPER,0,0,297.00361111111107,841.9,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,1,1,25.019,25.019,25.019,29,False,,PORTRAIT,30,,BOTTOM,1,,,,CUMCM-2016-B-003,1.0,text_based,B,B,------------------------------------;XEKKFX+SimHei;LNUHNF+SimSun;TYEPLS+TimesNewRomanPS-ItalicMT;TZCMBP+SymbolMT;AUWCNV+TimesNewRomanPSMT;ESHXQI+TimesNewRomanPS-BoldMT;MUFUVC+MT-Extra;CSKSUK+Wingdings-Regular;VMBCQV+ArialMT;YMVEVT+MicrosoftYaHei,68,1,22.895,22.895,24.123,,True,1,2016年数学建模国赛真题+优秀论文/2016年优秀论文/2016B：小区开放道路通行影响 (4).pdf,primary,705BA4CBBADCE1FE6645ACBDEF26961E5F7E184322058311BB5B37F5C1452478,705BA4CBBADCE1FE6645ACBDEF26961E5F7E184322058311BB5B37F5C1452478,active,8,2763,1,unknown,小区开放对道路通行的影响 | 同时，一系列道路交通问题也“呼之欲出”。“开放式小区”这一理论的提出将小区内部,25.037,25.037,27.015,2026-08-18T00:06:15+08:00,210.00861111111107,595.3,2016
0,0,unknown,unknown,,,,2026-08-18T00:06:15+08:00,KaiTi;SimSun/Song,1,0,0,0,1,0,FORMAL,Q3_MANUAL_REQUIRED,Q3,PAPER,0,1,412.3972222222222,1169.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,False,0,0,1,,,,0,False,font_or_text_layer_not_reliable,PORTRAIT,40,,UNKNOWN,0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",,,CUMCM-2019-A-002,0.8,image_based,A,A,------------------------------------;AdobeSongStd-Light;KaiTi,0,0,,,,,True,1,2019年数学建模国赛真题+优秀论文/2019年优秀论文/2019A：高压油管的压强控制.pdf,primary,805217EE3A78EDFF4799F1DE969E4C05FAECEDEBBEC807AFBADB03265C1273FD,805217EE3A78EDFF4799F1DE969E4C05FAECEDEBBEC807AFBADB03265C1273FD,active,0,200,1,unknown,,,,,2026-08-18T00:06:15+08:00,291.3944444444444,826.0,2019
,,unknown,unknown,,,,2026-08-18T00:06:15+08:00,,0,0,,,0,,FORMAL,INELIGIBLE,,SUPPORTING_MATERIAL,,,,,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,,,,0,,,,,,No analyzable PAPER PDF selected; identity retained in full corpus inventory.,UNKNOWN,,,,,,,,CUMCM-2011-D-030,,NOT_ANALYZED,D,D,,,,,,,,True,1,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格3步骤4.lg4,primary,E28F85CDD5DB4B6B2544FC7B926347735D63DBE74033F1C856D6B24ECCD91165,E28F85CDD5DB4B6B2544FC7B926347735D63DBE74033F1C856D6B24ECCD91165,active,,,0,unknown,,,,,2026-08-18T00:06:15+08:00,,,2011
0,0,unknown,unknown,70.73,70.73,70.73,2026-08-18T00:06:15+08:00,KaiTi;SimSun/Song,1,0,0,0,1,0,FORMAL,Q3_MANUAL_REQUIRED,Q3,PAPER,0,0,297.0388888888889,842.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,0,1,38.059,38.059,38.059,10,False,font_or_text_layer_not_reliable,PORTRAIT,11,,UNKNOWN,0,"1,2,3,4,5,6,7,8,9,10,11",,,CUMCM-2009-C-003,0.8,image_based,C,C,------------------------------------;SimSun;KaiTi,0,0,-64.586,-64.586,-64.586,,True,1,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控模型.pdf,primary,DFF5FF5A382813FE9B15E55FC9B5F1756872B7D61F16378B576CE763EBE6D867,DFF5FF5A382813FE9B15E55FC9B5F1756872B7D61F16378B576CE763EBE6D867,active,0,55,1,unknown,,126.838,126.838,126.838,2026-08-18T00:06:15+08:00,209.90277777777777,595.0,2009
0,0,unknown,unknown,,,,2026-08-18T00:06:15+08:00,KaiTi;SimSun/Song;Times New Roman,1,1,0,0,1,0,FORMAL,COMPLETE,Q2,PAPER,0,0,279.75277777777774,793.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,False,0,0,1,,,,0,False,,PORTRAIT,5,,UNKNOWN,0,,,,CUMCM-1998-B-003,1.0,text_based,B,B,------------------------------------;STSong-Light;Times-Roman;Times-Italic;KaiTi,0,0,,,,,True,1,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998B：灾情巡视的最佳路线.pdf,primary,196EAF403EC3725632273A716DD2D9A4EABF8D108FFA44730D57631A553B117D,196EAF403EC3725632273A716DD2D9A4EABF8D108FFA44730D57631A553B117D,active,0,20,1,unknown,,,,,2026-08-18T00:06:15+08:00,210.9611111111111,598.0,1998
0,0,unknown,unknown,,,,2026-08-18T00:06:15+08:00,KaiTi;Times New Roman,1,1,0,0,1,0,FORMAL,COMPLETE,Q2,PAPER,0,1,296.6861111111111,841.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,0,1,,,,0,False,,PORTRAIT,7,,UNKNOWN,0,,,,CUMCM-2002-B-005,1.0,text_based,B,B,------------------------------------;Times-Roman;KaiTi,0,0,,,,,True,1,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票中的数学.pdf,primary,FA279E682B35EA23D320073F6818B6DA538A4AE5BC86B6D86A0D384FE8E6A06F,FA279E682B35EA23D320073F6818B6DA538A4AE5BC86B6D86A0D384FE8E6A06F,active,0,35,1,unknown,,,,,2026-08-18T00:06:15+08:00,209.90277777777777,595.0,2002
1,1,unknown,unknown,18.221,18.221,18.221,2026-08-18T00:06:15+08:00,MT-Extra;SimHei;SimSun/Song;SymbolMT;Times New Roman,1,1,423,11,1,1,FORMAL,COMPLETE,Q2,PAPER,0,0,297.00361111111107,841.9,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,1,1,25.019,25.019,25.019,20,False,,PORTRAIT,21,,BOTTOM,1,,,,CUMCM-2011-A-007,1.0,text_based,A,A,------------------------------------;LNUHNF+SimSun;AUWCNV+TimesNewRomanPSMT;ESHXQI+TimesNewRomanPS-BoldMT;XEKKFX+SimHei;TZCMBP+SymbolMT;TYEPLS+TimesNewRomanPS-ItalicMT;MUFUVC+MT-Extra,50,1,22.895,22.885,25.012,,True,1,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（5）.pdf,primary,F5AFFBB6F8AA0323F3452708D2F16470293AB43E52CF1A7899DFF51F205F5FC3,F5AFFBB6F8AA0323F3452708D2F16470293AB43E52CF1A7899DFF51F205F5FC3,active,9,1992,1,unknown,,27.319,25.079,88.367,2026-08-18T00:06:15+08:00,210.00861111111107,595.3,2011
0,0,unknown,unknown,,,,2026-08-18T00:06:15+08:00,KaiTi;SimSun/Song;Times New Roman,1,1,0,0,1,0,FORMAL,COMPLETE,Q2,PAPER,0,0,275.8722222222222,782.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,False,0,0,1,,,,0,False,,PORTRAIT,5,,UNKNOWN,0,,,,CUMCM-1996-B-001,1.0,text_based,B,B,------------------------------------;STSong-Light;Times-Roman;KaiTi,0,0,,,,,True,1,1996年数学建模国赛真题+优秀论文/1996年国赛优秀论文/1996B：节水洗衣机问题数学建模及若干评注.pdf,primary,6EF9201798BF3E216638A2B044038F05712CE4507B9E00192554895DC96D4278,6EF9201798BF3E216638A2B044038F05712CE4507B9E00192554895DC96D4278,active,0,20,1,unknown,,,,,2026-08-18T00:06:15+08:00,200.02499999999998,567.0,1996
,,unknown,unknown,,,,2026-08-18T00:06:15+08:00,,0,0,,,0,,FORMAL,INELIGIBLE,,SUPPORTING_MATERIAL,,,,,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,,,,0,,,,,,No analyzable PAPER PDF selected; identity retained in full corpus inventory.,UNKNOWN,,,,,,,,CUMCM-2011-D-031,,NOT_ANALYZED,D,D,,,,,,,,True,1,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011D：天然肠衣搭配问题(1)/规格2步骤23.lg4,primary,2396AB188069C78463944345D0CA7E66542CC8CBA134655645BA83766549CF0A,2396AB188069C78463944345D0CA7E66542CC8CBA134655645BA83766549CF0A,active,,,0,unknown,,,,,2026-08-18T00:06:15+08:00,,,2011
,,unknown,unknown,,,,2026-08-18T00:06:15+08:00,,0,0,,,0,,FORMAL,INELIGIBLE,,PROBLEM_PACKAGE,,,,,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,,,,0,,,,,,No analyzable PAPER PDF selected; identity retained in full corpus inventory.,UNKNOWN,,,,,,,,CUMCM-2004-B-008,,NOT_ANALYZED,B,B,,,,,,,,True,1,2004年数学建模国赛真题+优秀论文/2004年赛题/2004年国赛B题.doc,primary,CBD704CE79F8A16036B0481EC1044BD2418DBED0251546C3AC37EB2565D99806,CBD704CE79F8A16036B0481EC1044BD2418DBED0251546C3AC37EB2565D99806,active,,,0,unknown,,,,,2026-08-18T00:06:15+08:00,,,2004
1,0,unknown,unknown,25.799,25.799,25.799,2026-08-18T00:06:15+08:00,KaiTi;SimSun/Song;Times New Roman,1,1,0,0,1,1,FORMAL,COMPLETE,Q2,PAPER,0,1,297.00361111111107,841.9,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,1,1,32.512,32.512,32.512,30,False,,PORTRAIT,31,,UNKNOWN,0,,,,CUMCM-2008-D-004,1.0,text_based,D,D,------------------------------------;LNUHNF+SimSun;AUWCNV+TimesNewRomanPSMT;ABSEKN+FangSong;KaiTi,103,1,30.389,30.389,32.505,,True,1,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,primary,FF98577611810052296A7FF2B879A4F03C82E7CE8FFDF5CA713DEAA261D67124,FF98577611810052296A7FF2B879A4F03C82E7CE8FFDF5CA713DEAA261D67124,active,8,1477,1,unknown,2008 年 D 题NBA 赛程的分析与评价 | NBA 赛程的分析与评价,19.149,19.149,19.149,2026-08-18T00:06:15+08:00,210.00861111111107,595.3,2008
0,0,unknown,unknown,,,,2026-08-18T00:06:15+08:00,KaiTi,1,0,0,0,1,0,FORMAL,Q3_MANUAL_REQUIRED,Q3,PAPER,0,0,277.6361111111111,787.0,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,False,0,0,1,,,,0,False,font_or_text_layer_not_reliable,PORTRAIT,2,,UNKNOWN,0,"1,2",,,CUMCM-1995-A-007,0.8,image_based,A,A,------------------------------------;KaiTi,0,0,,,,,True,1,1995年数学建模国赛真题+优秀论文/1995年国赛优秀论文/1995A：飞行管理问题答卷评述.pdf,primary,54A11CF48AE68C35804EF9F44320C3EA2CCBD828CFE8B8946DFDE07C2D87A75E,54A11CF48AE68C35804EF9F44320C3EA2CCBD828CFE8B8946DFDE07C2D87A75E,active,0,8,1,unknown,,,,,2026-08-18T00:06:15+08:00,203.90555555555554,578.0,1995
1,1,unknown,unknown,21.886,21.886,21.886,2026-08-18T00:06:15+08:00,Arial;Calibri;Symbol;Times New Roman,1,1,299,10,1,0,FORMAL,COMPLETE,Q2,PAPER,0,0,296.037,839.16,catalog/papers.csv; catalog/paper_files.csv; catalog/scale/g8_paper_status.csv,unknown,True,0,1,1,24.985,24.985,24.985,27,False,,PORTRAIT,28,,BOTTOM,1,,,,CUMCM-2017-B-005,1.0,text_based,B,B,------------------------------------;Times;ABCDEE+Calibri;Arial;Times;Symbol;Times;ABCDEE+Calibri,51,1,25.026,23.561,26.357,,True,1,2017年数学建模国赛真题+优秀论文/2017年优秀论文/2017B：“拍照赚钱”的任务定价 (1).pdf,primary,0399FF482573C91755201A82F9DDC12DBB2039254D51B79C86D33F2E019DF16E,0399FF482573C91755201A82F9DDC12DBB2039254D51B79C86D33F2E019DF16E,active,0,1617,1,unknown,定价方案的问题。已知一个已结束项目的任务数据，包含了每个任务的位置、定价和完 | 成情况，已知一组会员信息数据，包含了会员的位置和信誉值，我们通过分析已知的数,26.576,24.984,29.111,2026-08-18T00:06:15+08:00,209.04199999999997,592.56,2017
