paper_id,issue_type,affected_pages,observed_value,expected_range,interpretation,excluded_from_consensus,notes
CUMCM-1995-A-004,FONT_METADATA_UNRELIABLE,"1,2",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2003-B-004,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2019-C-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2024-D-001,PROBLEM_PACKAGE_SOURCE,all,competition problem statement,formal Paper,"Rendered source is a problem statement package, not a formal award Paper PDF.",1,Source rendered and identified as a competition problem statement package; retained in full inventory but excluded from Paper format consensus.
CUMCM-2024-D-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,Source rendered and identified as a competition problem statement package; retained in full inventory but excluded from Paper format consensus.
CUMCM-2012-B-003,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2006-C-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-021,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2014-C-004,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-A-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2010-B-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-022,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2019-C-003,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2019-B-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2015-B-002,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1996-A-005,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2012-D-008,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-D-009,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2007-B-005,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2013-C-003,NON_PDF_SOURCE,,.asv,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2020-D-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2008-C-003,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2013-C-004,NON_PDF_SOURCE,,.asv,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2015-C-003,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2013-C-005,NON_PDF_SOURCE,,.asv,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2014-C-005,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1995-B-005,FONT_METADATA_UNRELIABLE,"1,2,3,4",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2015-C-004,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-B-004,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2013-A-001,NONCANONICAL_PDF_MEMBER,,2013年数学建模国赛真题+优秀论文/2013A：车道被占用对城市道路通行能力的影响 (5)/基于差分方程和元胞自动机的交通阻塞模型.pdf,canonical=True,"Paper status permits analysis, but selected PDF membership is non-canonical.",0,
CUMCM-2012-D-010,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-D-011,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1997-A-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2014-B-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2013-C-006,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-023,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1996-A-006,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2020-C-001,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2004-A-004,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-D-024,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-A-005,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2010-A-005,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2010-A-006,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2012-B-004,NONCANONICAL_PDF_MEMBER,,2012年数学建模国赛真题+优秀论文/2012年优秀论文/2012B：太阳能小屋的设计 (3)/20121784.pdf,canonical=True,"Paper status permits analysis, but selected PDF membership is non-canonical.",0,
CUMCM-2002-A-007,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2023-C-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2025-B-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-025,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-D-012,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-B-005,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2014-D-003,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-026,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2016-C-002,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2020-D-004,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2004-B-006,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2013-A-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-C-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2013-B-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-027,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2014-C-006,NON_PDF_SOURCE,,.nb,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-B-005,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2009-D-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2023-D-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2005-C-003,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-028,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2008-D-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-C-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2013-C-007,NON_PDF_SOURCE,,.asv,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-C-001,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2003-B-006,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-1995-A-005,FONT_METADATA_UNRELIABLE,"1,2,3",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2015-A-003,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2017-D-002,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-B-007,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2014-D-004,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1997-A-004,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2020-B-004,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2012-C-003,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1995-A-006,FONT_METADATA_UNRELIABLE,"1,2,3,4,5",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2014-A-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-A-002,NON_PDF_SOURCE,,.sas,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-029,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2015-A-004,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2019-A-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-D-030,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2009-C-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-D-031,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2004-B-008,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1995-A-007,FONT_METADATA_UNRELIABLE,"1,2",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2018-A-004,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-032,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2009-C-004,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-1996-B-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-1993-B-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2007-C-004,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2013-D-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2020-A-003,NON_PDF_SOURCE,,.docx,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2008-A-005,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2020-C-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-D-033,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-034,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2009-D-002,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2014-C-007,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-B-006,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2019-A-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-1995-B-006,FONT_METADATA_UNRELIABLE,"1,2,3,4,5",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2015-C-005,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-A-008,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-035,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2009-D-003,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2012-D-013,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2024-E-001,PROBLEM_PACKAGE_SOURCE,all,competition problem statement,formal Paper,"Rendered source is a problem statement package, not a formal award Paper PDF.",1,Source rendered and identified as a competition problem statement package; retained in full inventory but excluded from Paper format consensus.
CUMCM-2024-E-001,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,Source rendered and identified as a competition problem statement package; retained in full inventory but excluded from Paper format consensus.
CUMCM-2015-A-005,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2013-C-008,NON_PDF_SOURCE,,.asv,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-036,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2002-A-010,FONT_METADATA_UNRELIABLE,"1,2,3",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2012-B-007,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1993-B-003,FONT_METADATA_UNRELIABLE,"1,2",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2011-D-037,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1998-A-006,FONT_METADATA_UNRELIABLE,"1,2,3,4",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2013-A-003,NONCANONICAL_PDF_MEMBER,,2013年数学建模国赛真题+优秀论文/2013A：车道被占用对城市道路通行能力的影响 (4)/5486.pdf,canonical=True,"Paper status permits analysis, but selected PDF membership is non-canonical.",0,
CUMCM-1997-A-005,FONT_METADATA_UNRELIABLE,"1,2,3,4,5,6,7,8",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2015-D-004,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2015-B-003,STRUCTURE_UNREADABLE,all,0 text items,text layer,No usable position items were returned.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2014-A-003,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-038,NON_PDF_SOURCE,,,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-C-002,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2014-A-004,NON_PDF_SOURCE,,.fig,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2011-D-039,NON_PDF_SOURCE,,.lg4,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-2012-A-003,NON_PDF_SOURCE,,.doc,.pdf,Formal identity is not directly analyzable as a PDF in this stage.,1,No analyzable PAPER PDF selected; identity retained in full corpus inventory.
CUMCM-1992-A-004,FONT_METADATA_UNRELIABLE,"1,2,3",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
CUMCM-2007-B-007,FONT_METADATA_UNRELIABLE,"1,2,3,4",image_based,text_based/mixed,OCR was not run; image/scanned PDF is excluded from reliable font consensus.,1,font_or_text_layer_not_reliable
