path,year,problem_code,source_identifier,reason
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文A171/8122964.jpg,2022,unknown,A171,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文A171/8122966.jpg,2022,unknown,A171,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文A171/8122968.jpg,2022,unknown,A171,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122769.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122771.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122773.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122775.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122777.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122779.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122781.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122783.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122785.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122787.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122789.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122791.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122793.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122795.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122797.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122799.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122801.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122803.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122805.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122807.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122809.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122811.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122813.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122815.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122817.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122819.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122821.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122823.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122825.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122827.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122829.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122831.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122833.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122835.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122837.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122839.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122841.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122843.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122845.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122847.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122849.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B030/8122851.jpg,2022,unknown,B030,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122623.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122625.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122627.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122629.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122631.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122633.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122635.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122637.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122639.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122641.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122643.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122645.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122647.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122649.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122651.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122653.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122655.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122657.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122659.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122661.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122663.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122665.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122667.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122669.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122671.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122673.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122675.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122677.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122679.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122681.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122683.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文/2022年国赛优秀论文B086/8122685.jpg,2022,unknown,B086,IMAGE_SEQUENCE_IDENTITY_UNKNOWN
2022年数学建模国赛真题+优秀论文\2022年国赛优秀论文A001,2022,unknown,A001,Cannot determine year/problem/source
2022年数学建模国赛真题+优秀论文\2022年国赛优秀论文B035,2022,unknown,B035,Cannot determine year/problem/source
2014年数学建模国赛真题+优秀论文\2014年赛题,2014,unknown,unknown,Cannot determine year/problem/source
2010年数学建模国赛真题+优秀论文\2010年赛题,2010,unknown,unknown,Cannot determine year/problem/source
2022年数学建模国赛真题+优秀论文\2022年国赛优秀论文A171,2022,unknown,A171,Cannot determine year/problem/source
2022年数学建模国赛真题+优秀论文\2022年国赛优秀论文B030,2022,unknown,B030,Cannot determine year/problem/source
2022年数学建模国赛真题+优秀论文\2022年国赛优秀论文B086,2022,unknown,B086,Cannot determine year/problem/source
