encrypted,file_id,image_count_sample,page_count,pdf_status,relative_path,sample_text_chars,text_layer_status
False,file_ffeacf03416e1d47,12,10,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型 (2).pdf,33,scanned_or_no_text
False,file_0f17e3df60b432d2,6,10,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型.pdf,4621,native_text
False,file_2a3eee13518f3e8d,12,10,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：考虑自愈的SARS的传播模型 (2).pdf,33,scanned_or_no_text
False,file_2feca222c21a5ec1,6,10,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：考虑自愈的SARS的传播模型.pdf,5175,native_text
False,file_1404eb0801dc21c3,6,9,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：非典数学模型的建立与分析.pdf,3596,native_text
False,file_d2a8a7733514b06b,6,10,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：“露天矿生产的车辆安排”的模型和评述.pdf,3912,native_text
False,file_486fac7db39a0ae9,12,7,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排 (2).pdf,33,scanned_or_no_text
False,file_2518c4f90a044b72,6,7,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排(1).pdf,3020,native_text
False,file_c922ae81d42abb8a,6,8,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排(2).pdf,3360,native_text
False,file_ff7a14e613172237,6,7,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排.pdf,5410,native_text
False,file_09ea90c789ab47e8,12,7,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排A.pdf,33,scanned_or_no_text
False,file_c7de7fbc3a88afe8,12,8,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排B.pdf,33,scanned_or_no_text
False,file_563ca384f90041ca,12,10,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排_的模型和评述.pdf,33,scanned_or_no_text
False,file_7c91885cb897a68d,12,8,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产车辆安排计划优化设计 (2).pdf,33,scanned_or_no_text
False,file_5ecda2ab2d7eda85,6,8,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产车辆安排计划优化设计.pdf,5026,native_text
False,file_79753804587edbf3,6,8,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：“抢渡长江”问题的数学建模和求解.pdf,4054,native_text
False,file_93809f012da9ebc0,6,8,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：抢渡长江的数学模型（1）.pdf,4387,native_text
False,file_87f85cd603e1c51b,6,7,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：抢渡长江的数学模型（2）.pdf,5069,native_text
False,file_6980eff72833224b,6,7,readable,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：江河竞渡的优化模型.pdf,4199,native_text
False,file_175a4d857e778f71,12,7,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：MS网点的合理布局.pdf,33,scanned_or_no_text
False,file_1dd5454714513fd2,12,7,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：临时超市网点的规划模型研究.pdf,357,native_text
False,file_c2fb85f12d0999da,12,8,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：基于利润最大化的奥运商业网点分布微观经济模型.pdf,33,scanned_or_no_text
False,file_9c576988f8947c27,12,8,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：奥运会网点的优化设计.pdf,357,native_text
False,file_4d948d47726823ed,12,5,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：奥运场馆中临时商业网点设计中的数学模型化方法.pdf,33,scanned_or_no_text
False,file_27b4213344ef5ffd,13,7,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004A：数据挖掘技术在小型商业网点布局问题的应用.pdf,33,scanned_or_no_text
False,file_0f49f4ded6294ab4,12,8,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞优化管理.pdf,33,scanned_or_no_text
False,file_7c646652d9662cb3,12,8,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞管理(2).pdf,33,scanned_or_no_text
False,file_663193465d28a7f0,12,7,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场的输电阻塞管理.pdf,33,scanned_or_no_text
False,file_c09c719be46f6c37,6,14,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型(特等奖).pdf,5901,native_text
False,file_1bb53673e23615e7,12,14,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型-武汉大学.pdf,33,scanned_or_no_text
False,file_8d414a6867ca5c11,12,8,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电力市场输电阻塞管理模型.pdf,33,scanned_or_no_text
False,file_7f5643c3a2902338,13,6,readable,2004年数学建模国赛真题+优秀论文/2004优秀论文/2004B：电路模拟方法在数学建模中的应用.pdf,357,native_text
False,file_f185d60fa31d07bc,6,6,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：基于回归分析的长江水质预测与控制.pdf,4071,native_text
False,file_d81d4a55fd86bf6a,6,6,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：水质的评价和预测模型.pdf,5574,native_text
False,file_648fd47b042a391e,6,9,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质的评价和预测.pdf,4526,native_text
False,file_e68b3e4c70e037a5,6,6,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质的评价预测模型.pdf,3920,native_text
False,file_6e184775b5298589,6,6,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质的评价预测模型及其实用性研究.pdf,4098,native_text
False,file_f572fb5e865e4288,6,11,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质综合评价与预测的数学模型.pdf,4419,native_text
False,file_c9f92af3ea637b05,6,6,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质评价和预测研究.pdf,5124,native_text
False,file_997fb7d4335f35b5,6,5,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁.pdf,2908,native_text
False,file_156fc0164b767423,6,4,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁业务中的数学模型.pdf,4586,native_text
False,file_1aaffe586053cead,6,7,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁系统的优化设计.pdf,4313,native_text
False,file_9eb82050784c5476,6,7,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁问题.pdf,4613,native_text
False,file_55de07fa0d1e36f9,6,9,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD租赁优化方案.pdf,4441,native_text
False,file_75d67b6b8bf1f108,6,9,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD租赁问题的模型设计及求解.pdf,4561,native_text
False,file_e92ac17c8d9c70aa,6,4,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005C：基于插值的雨量预报评价模型.pdf,3429,native_text
False,file_20ec25dc6fe333df,6,5,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005C：雨量预报方法优劣的评价模型.pdf,4300,native_text
False,file_ead6438f6949d3e7,4,2,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005C：雨量预报方法的评价(1).pdf,1963,native_text
False,file_3d1a554701b13fe7,6,4,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005C：雨量预报方法的评价.pdf,4283,native_text
False,file_99696003088cd323,6,6,readable,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005C：雨量预报方法的评价模型.pdf,3607,native_text
False,file_068a123c841754d2,3,30,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社书号的优化配置.pdf,2345,native_text
False,file_9c2f214f7e1e12b8,3,22,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社的资源优化配置.pdf,1655,native_text
False,file_45ab19239e17af2f,3,17,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社的资源配置方案.pdf,2272,native_text
False,file_5f72db1a2f2dd0fc,3,16,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,2133,native_text
False,file_c24a947655cfd690,8,19,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源配置的问题研究.pdf,2340,native_text
False,file_497c9efa56800e49,3,25,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：层次分析思想在出版社资源配置中的应用.pdf,2156,native_text
False,file_82d6ed1445f46c48,3,10,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病疗法的评价以及疗效的预测.pdf,3450,native_text
False,file_db7257e436fdf8ed,4,11,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病疗法的评价及疗效的预.pdf,1960,native_text
False,file_a820e2130898e921,4,24,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病疗法的评价及疗效的预测.pdf,1800,native_text
False,file_177d41e870474c5d,4,29,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病疗法的评价及疗效的预测（2）.pdf,1338,native_text
False,file_cdede718ec8cbeff,3,17,readable,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病药物治疗的研究.pdf,2127,native_text
False,file_d19bb916ed1a5768,0,131,readable,2006年数学建模国赛真题+优秀论文/2006年赛题/2006年国赛D题附件(2).pdf,1562,native_text
False,file_4de28c0969147ca2,9,7,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《丁克现象与中国人口增长》.pdf,150,native_text
False,file_bb47a3ad057e6c5f,9,7,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口区域结构向量模型》.pdf,150,native_text
False,file_39c6189e166d3b77,3,18,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口发展趋势的分析与预测》.pdf,2855,native_text
False,file_34e2d85e42f2b056,3,15,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测》.pdf,3486,native_text
False,file_eec8e1bf92ca9b8f,3,26,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》 (2).pdf,2644,native_text
False,file_fbb0e82c055bc65d,3,24,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》 (3).pdf,1849,native_text
False,file_19ac15f6ebb58a2a,5,20,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》 (4).pdf,4149,native_text
False,file_7159286489c4391f,9,10,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型》.pdf,150,native_text
False,file_63f278f49ad4d81d,6,19,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《中国人口增长预测模型的建立与分析》.pdf,1062,native_text
False,file_ec516b759d15dada,9,8,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《人口增长预测模型》.pdf,150,native_text
False,file_d82f91b9b17a20af,9,8,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《基于Leslie模型的中国人口预测及模特卡罗仿真》.pdf,150,native_text
False,file_e23ab3281f162261,3,15,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007A：《基于差分方程的人口预测模型》.pdf,3143,native_text
False,file_9c085980f1083de5,3,59,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《乘公交，看奥运》.pdf,2242,native_text
False,file_d4e7736b77359ddd,3,41,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《公交查询系统的最佳乘车方案研究与设计》.pdf,2572,native_text
False,file_b0ec92092f92ae4e,3,18,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《公交线路的综合选择》.pdf,3598,native_text
False,file_c57a7d4ee16fa9d5,9,4,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《公交线路选择模型》.pdf,150,native_text
False,file_dc3e5570afdbad69,3,19,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《公交路线的最优化选择》.pdf,1799,native_text
False,file_1136a33e5427935e,3,16,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《关于多目标道路寻优问题的研究》.pdf,3058,native_text
False,file_da78614ad65c742d,3,25,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《基于多种评价方案的公交线路选择优化模型》.pdf,1998,native_text
False,file_21528453d4a77b8d,3,26,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《基于最小换乘次数的公交路线选择研究》.pdf,2346,native_text
False,file_d205a32777d45401,3,18,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《基于生成树算法的公交地铁线路选择模型》.pdf,2562,native_text
False,file_dd2b8c4a33ae03d9,9,7,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《最优公交线路选择》.pdf,150,native_text
False,file_e45af0fa6c47801d,9,9,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007B：《最佳公交路线选择模型》.pdf,150,native_text
False,file_12d93ee743cf6665,9,11,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机“套餐”优惠几何》.pdf,150,native_text
False,file_a0f7c7d6ecfd9ea5,9,7,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机套餐评价模型》.pdf,150,native_text
False,file_a96ff8c012bc6c13,12,7,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007C：《手机套餐资费问题的评价与优化设计模型》.pdf,99,scanned_or_no_text
False,file_e2cc835a7d712589,9,9,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007D：《体能测试时间安排》 (2).pdf,150,native_text
False,file_78a4e0b91d583c1f,9,6,readable,2007年数学建模国赛真题+优秀论文/2007年优秀论文/2007D：《体能测试时间安排》.pdf,150,native_text
False,file_31422d937124cfbb,5,29,readable,2008年数学建模国赛真题+优秀论文/2008A：《数码相机定位》/论文/数码相机定位.pdf,2750,native_text
False,file_5f09109ce2508bc9,6,14,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《具有仿射不变性的几何结构在相机定位中的应用》.pdf,93,scanned_or_no_text
False,file_d85347e4ca9400a8,6,34,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位》.pdf,93,scanned_or_no_text
False,file_ed55e15a0d75912d,4,39,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,1367,native_text
False,file_c1afe7cef73f16cb,4,18,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,1910,native_text
False,file_f003ad3a0a22e544,16,11,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,95,scanned_or_no_text
False,file_8817241608387246,3,27,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,5030,native_text
False,file_12e78a2e79373769,3,17,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,2476,native_text
False,file_47821bb920ca3f51,4,28,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,2361,native_text
False,file_f2944dcc2020b380,3,30,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《基于BP神经网络的我国高等教育学费模型研究》.pdf,4322,native_text
False,file_9a94b75867e5e3b7,3,20,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《多因子影响下的高等教育学费模型》.pdf,2713,native_text
False,file_a190ab9b8e0fbeac,3,13,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《我国高等教育收费问题的探究》.pdf,2006,native_text
False,file_1e1ff5020cd034a7,4,26,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高校学费合理性研究》.PDF,2378,native_text
False,file_c332c42642a2e84b,3,35,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (2).pdf,2381,native_text
False,file_306d1df3a24ac23d,3,19,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (3).pdf,2559,native_text
False,file_bef1d3e3df80c856,3,24,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》 (4).pdf,3081,native_text
False,file_5eb78668691ba29f,3,43,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨》.pdf,2150,native_text
False,file_0cac125b4d96439b,3,16,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准探讨的最优化模型》.PDF,2705,native_text
False,file_9ee2d0196c53fc43,3,41,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准的探讨》.pdf,2415,native_text
False,file_d2859bf5dc068bbd,3,24,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费标准问题的研究》.pdf,2991,native_text
False,file_552913051d77910d,3,24,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《高等教育学费的优化模型》.pdf,1404,native_text
False,file_2fdbe547135f37b2,3,8,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索最短耗时的计算》.pdf,2266,native_text
False,file_493aca41f82bf88c,4,14,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索的优化模型》.pdf,1344,native_text
False,file_2b91c572d23e7a5e,4,9,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008C：《地面搜索的安排计划》.pdf,2169,native_text
False,file_8bc400c9714c6db6,3,12,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》 (2).pdf,1702,native_text
False,file_f88adfa56c3a9271,3,18,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》 (3).pdf,1218,native_text
False,file_c736404ba7a0313a,6,31,readable,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008D：《NBA赛程的分析与评价》.pdf,2320,native_text
False,file_5a5448b2fdbb90ef,5,18,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台混合电模拟控制方法分析.pdf,2645,native_text
False,file_4ba90d606c17800a,3,17,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台的控制方法分析 (2).pdf,2476,native_text
False,file_eadc1538dad00e4d,4,20,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台的控制方法分析.pdf,1634,native_text
False,file_20c25cc758428676,7,18,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动器试验台的计算机控制方法分析与设计.pdf,2558,native_text
False,file_8a11873fd56df8c5,3,14,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：制动机控制方法分析.pdf,2250,native_text
False,file_c648c4ab41fcd76d,3,15,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009A：联合制动器试验台电流控制方法的实现及改进.pdf,1714,native_text
False,file_78e1ce738a25bfa2,62,17,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：制动器试验台的控制方法分析.pdf,1413,native_text
False,file_015d8ab14bcdf05d,3,28,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：医院病床合理安排模型探讨.pdf,2027,native_text
False,file_06f451dd65ee8d63,4,2,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：基于排队论的病床安排模型的研究.pdf,4750,native_text
False,file_b759cb4959119f04,5,20,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：基于蒙特卡洛模拟的眼科病床安排排队模型.pdf,1980,native_text
False,file_3cb125c67761335f,3,38,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：眼科病床合理安排问题的模型探讨.pdf,4099,native_text
False,file_905abd81f5ca84b7,4,23,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：眼科病床的合理安排.pdf,2281,native_text
False,file_ef8b7214aa599f5f,3,17,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009B：眼科病床的合理安排模型.pdf,2411,native_text
False,file_9192f72d4ef86399,6,15,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：关于对卫星和飞船跟踪的测控站分布.pdf,93,scanned_or_no_text
False,file_76bad06ad4bb5e7a,6,17,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控 (2).pdf,93,scanned_or_no_text
False,file_fcb5a20f718e2ae3,6,18,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控.pdf,93,scanned_or_no_text
False,file_ff260162a0721905,6,11,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：卫星和飞船的跟踪测控模型.pdf,93,scanned_or_no_text
False,file_4be908ecdf001428,6,15,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009C：飞船的跟踪测控模型.pdf,93,scanned_or_no_text
False,file_c7176ba43c1c3ee6,6,15,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备优化方案.pdf,93,scanned_or_no_text
False,file_b9f11383a9b65381,6,18,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备优化模型.pdf,93,scanned_or_no_text
False,file_c29d8e7a14014348,6,21,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备方案的优化设计模型.pdf,93,scanned_or_no_text
False,file_13b044a2a492f38e,6,16,readable,2009年数学建模国赛真题+优秀论文/2009年优秀论文/2009D：会议筹备的优化方案.pdf,93,scanned_or_no_text
False,file_3a092c929ae8959d,5,21,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：倾斜卧式储油罐油量标定的实用方法.pdf,1613,native_text
False,file_e47f8e38a8e96f85,6,37,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定 (2).pdf,33,scanned_or_no_text
False,file_4a20ebcb1f4e2ef4,5,32,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定 (3).pdf,1856,native_text
False,file_aa0730e131a6fa76,5,20,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定 (4).pdf,1504,native_text
False,file_ff6415cbb84b48f6,6,25,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：储油罐的变位识别与罐容表标定.pdf,33,scanned_or_no_text
False,file_79cdd6d601183bb7,6,100,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010A：基于数学建模的储油罐变形监测研究.pdf,33,scanned_or_no_text
False,file_0bf4db96bdbc11a9,3,31,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：上海世博会于文化方面影响力评估.pdf,2009,native_text
False,file_212aa5cd88be1c60,6,29,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：上海世博会影响力的定量评估.pdf,33,scanned_or_no_text
False,file_a0492a04da89e0a4,3,11,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：世博会参观线路设计.pdf,2613,native_text
False,file_991eb23d9dbdb8ef,5,28,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：世博会对上海旅游业的影响研究.pdf,2056,native_text
False,file_95368684409695b8,4,25,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010B：对上海世博会文化影响力的定量评估.pdf,2630,native_text
False,file_42dc25404ef5ece6,4,14,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010C：输油管布置问题的优化模型.pdf,1976,native_text
False,file_ec430a1ee28cb431,3,14,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010C：输油管的布置.pdf,1820,native_text
False,file_0368b78517865b36,6,20,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010C：输油管的布置模型.pdf,33,scanned_or_no_text
False,file_cafe1337279f51be,7,20,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010C：输油管的布置（2）.pdf,621,native_text
False,file_c3746301b80b63ff,5,32,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010D：学生宿舍设计方案的评价.pdf,755,native_text
False,file_89a55e76aae1aeb2,3,13,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010D：对学生宿舍设计方案的评价 (2).pdf,2272,native_text
False,file_9671a587f6ac9b72,3,20,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010D：对学生宿舍设计方案的评价.pdf,1659,native_text
False,file_044328efd47aaf3f,6,10,readable,2010年数学建模国赛真题+优秀论文/2010年优秀论文/2010D：对学生宿舍设计方案的评价（1）.pdf,33,scanned_or_no_text
False,file_d563ef67d70d35bb,5,24,readable,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（1）.pdf,2273,native_text
False,file_46b5c727a0a4cf85,4,25,readable,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（2）.pdf,2050,native_text
False,file_c5fc4de1155018f1,3,29,readable,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（3）.pdf,2215,native_text
False,file_5f04c50872b80c38,4,25,readable,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（4）.pdf,744,native_text
False,file_eadce4c0ba38fdf0,3,21,readable,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（5）.pdf,2040,native_text
False,file_845facab4adb3a24,7,19,readable,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（7）.pdf,2765,native_text
False,file_39749da2e432eabd,3,21,readable,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011A：城市表层土壤重金属污染分析（8）.pdf,1993,native_text
False,file_12933b3f22ca2ac8,3,19,readable,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（1）.pdf,2323,native_text
False,file_0a071a5b9696f618,4,29,readable,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（2）.pdf,1912,native_text
False,file_5a91f39f3d760e99,3,31,readable,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011B：交巡警服务平台的设置与调度（3）/交巡警服务平台的设置与调度.pdf,3724,native_text
